date,country,monthly_hashrate_%,monthly_hashrate,Open,High,Low,Close,Adj Close,Volume,gCO2e/kWh
1/1/20,Other,5.56%,6.08,7194.89209,7254.330566,7174.944336,7200.174316,7200.174316,18565664997,71.126017
1/1/20,Malaysia,4.13%,4.52,7194.89209,7254.330566,7174.944336,7200.174316,7200.174316,18565664997,71.126017
1/1/20,Kazakhstan,3.49%,3.81,7194.89209,7254.330566,7174.944336,7200.174316,7200.174316,18565664997,71.126017
1/1/20,United States,3.44%,3.76,7194.89209,7254.330566,7174.944336,7200.174316,7200.174316,18565664997,71.126017
1/1/20,"Iran, Islamic Rep.",3.20%,3.5,7194.89209,7254.330566,7174.944336,7200.174316,7200.174316,18565664997,71.126017
1/1/20,Canada,1.06%,1.16,7194.89209,7254.330566,7174.944336,7200.174316,7200.174316,18565664997,71.126017
1/1/20,Germany *,0.38%,0.42,7194.89209,7254.330566,7174.944336,7200.174316,7200.174316,18565664997,71.126017
1/1/20,Ireland *,0.00%,0,7194.89209,7254.330566,7174.944336,7200.174316,7200.174316,18565664997,71.126017
2/1/20,Mainland China,72.98%,80.59,9346.357422,9439.323242,9313.239258,9392.875,9392.875,25922656496,75.994824
2/1/20,Russian Federation,5.56%,6.14,9346.357422,9439.323242,9313.239258,9392.875,9392.875,25922656496,75.994824
2/1/20,Other,5.42%,5.98,9346.357422,9439.323242,9313.239258,9392.875,9392.875,25922656496,75.994824
2/1/20,United States,4.54%,5.02,9346.357422,9439.323242,9313.239258,9392.875,9392.875,25922656496,75.994824
2/1/20,Malaysia,3.94%,4.35,9346.357422,9439.323242,9313.239258,9392.875,9392.875,25922656496,75.994824
2/1/20,Kazakhstan,3.26%,3.6,9346.357422,9439.323242,9313.239258,9392.875,9392.875,25922656496,75.994824
2/1/20,"Iran, Islamic Rep.",3.01%,3.32,9346.357422,9439.323242,9313.239258,9392.875,9392.875,25922656496,75.994824
2/1/20,Canada,0.92%,1.02,9346.357422,9439.323242,9313.239258,9392.875,9392.875,25922656496,75.994824
2/1/20,Germany *,0.37%,0.41,9346.357422,9439.323242,9313.239258,9392.875,9392.875,25922656496,75.994824
2/1/20,Ireland *,0.00%,0,9346.357422,9439.323242,9313.239258,9392.875,9392.875,25922656496,75.994824
3/1/20,Mainland China,67.06%,71.65,8599.758789,8726.796875,8471.212891,8562.454102,8562.454102,35349164300,79.17863
3/1/20,United States,7.07%,7.55,8599.758789,8726.796875,8471.212891,8562.454102,8562.454102,35349164300,79.17863
3/1/20,Russian Federation,5.97%,6.37,8599.758789,8726.796875,8471.212891,8562.454102,8562.454102,35349164300,79.17863
3/1/20,Kazakhstan,5.62%,6,8599.758789,8726.796875,8471.212891,8562.454102,8562.454102,35349164300,79.17863
3/1/20,Other,5.42%,5.79,8599.758789,8726.796875,8471.212891,8562.454102,8562.454102,35349164300,79.17863
3/1/20,Malaysia,4.11%,4.39,8599.758789,8726.796875,8471.212891,8562.454102,8562.454102,35349164300,79.17863
3/1/20,"Iran, Islamic Rep.",3.53%,3.77,8599.758789,8726.796875,8471.212891,8562.454102,8562.454102,35349164300,79.17863
3/1/20,Canada,0.79%,0.85,8599.758789,8726.796875,8471.212891,8562.454102,8562.454102,35349164300,79.17863
3/1/20,Germany *,0.43%,0.46,8599.758789,8726.796875,8471.212891,8562.454102,8562.454102,35349164300,79.17863
3/1/20,Ireland *,0.00%,0,8599.758789,8726.796875,8471.212891,8562.454102,8562.454102,35349164300,79.17863
4/1/20,Mainland China,64.81%,72.19,6437.319336,6612.57373,6202.373535,6606.776367,6606.776367,40346426266,56.432864
4/1/20,United States,7.24%,8.07,6437.319336,6612.57373,6202.373535,6606.776367,6606.776367,40346426266,56.432864
4/1/20,Russian Federation,6.90%,7.69,6437.319336,6612.57373,6202.373535,6606.776367,6606.776367,40346426266,56.432864
4/1/20,Kazakhstan,6.17%,6.88,6437.319336,6612.57373,6202.373535,6606.776367,6606.776367,40346426266,56.432864
4/1/20,Other,5.35%,5.96,6437.319336,6612.57373,6202.373535,6606.776367,6606.776367,40346426266,56.432864
4/1/20,Malaysia,4.33%,4.82,6437.319336,6612.57373,6202.373535,6606.776367,6606.776367,40346426266,56.432864
4/1/20,"Iran, Islamic Rep.",3.82%,4.25,6437.319336,6612.57373,6202.373535,6606.776367,6606.776367,40346426266,56.432864
4/1/20,Canada,0.82%,0.91,6437.319336,6612.57373,6202.373535,6606.776367,6606.776367,40346426266,56.432864
4/1/20,Germany *,0.56%,0.63,6437.319336,6612.57373,6202.373535,6606.776367,6606.776367,40346426266,56.432864
4/1/20,Ireland *,0.00%,0,6437.319336,6612.57373,6202.373535,6606.776367,6606.776367,40346426266,56.432864
5/1/20,Mainland China,59.48%,62.89,8672.782227,9048.023438,8667.763672,8864.766602,8864.766602,44068389997,73.834523
5/1/20,Russian Federation,9.34%,9.87,8672.782227,9048.023438,8667.763672,8864.766602,8864.766602,44068389997,73.834523
5/1/20,United States,8.22%,8.69,8672.782227,9048.023438,8667.763672,8864.766602,8864.766602,44068389997,73.834523
5/1/20,Other,6.73%,7.11,8672.782227,9048.023438,8667.763672,8864.766602,8864.766602,44068389997,73.834523
5/1/20,Malaysia,5.21%,5.51,8672.782227,9048.023438,8667.763672,8864.766602,8864.766602,44068389997,73.834523
5/1/20,Kazakhstan,5.20%,5.5,8672.782227,9048.023438,8667.763672,8864.766602,8864.766602,44068389997,73.834523
5/1/20,"Iran, Islamic Rep.",3.85%,4.07,8672.782227,9048.023438,8667.763672,8864.766602,8864.766602,44068389997,73.834523
5/1/20,Canada,1.02%,1.08,8672.782227,9048.023438,8667.763672,8864.766602,8864.766602,44068389997,73.834523
5/1/20,Germany *,0.94%,1,8672.782227,9048.023438,8667.763672,8864.766602,8864.766602,44068389997,73.834523
5/1/20,Ireland *,0.00%,0,8672.782227,9048.023438,8667.763672,8864.766602,8864.766602,44068389997,73.834523
6/1/20,Mainland China,64.67%,72.19,9463.605469,10199.56543,9450.899414,10167.26856,10167.26856,35198901068,52.880517
6/1/20,Russian Federation,8.25%,9.21,9463.605469,10199.56543,9450.899414,10167.26856,10167.26856,35198901068,52.880517
6/1/20,United States,6.70%,7.47,9463.605469,10199.56543,9450.899414,10167.26856,10167.26856,35198901068,52.880517
6/1/20,Other,5.76%,6.43,9463.605469,10199.56543,9450.899414,10167.26856,10167.26856,35198901068,52.880517
6/1/20,Malaysia,5.46%,6.1,9463.605469,10199.56543,9450.899414,10167.26856,10167.26856,35198901068,52.880517
6/1/20,Kazakhstan,4.86%,5.43,9463.605469,10199.56543,9450.899414,10167.26856,10167.26856,35198901068,52.880517
6/1/20,"Iran, Islamic Rep.",3.00%,3.35,9463.605469,10199.56543,9450.899414,10167.26856,10167.26856,35198901068,52.880517
6/1/20,Germany *,0.64%,0.72,9463.605469,10199.56543,9450.899414,10167.26856,10167.26856,35198901068,52.880517
6/1/20,Canada,0.62%,0.7,9463.605469,10199.56543,9450.899414,10167.26856,10167.26856,35198901068,52.880517
6/1/20,Ireland *,0.02%,0.02,9463.605469,10199.56543,9450.899414,10167.26856,10167.26856,35198901068,52.880517
7/1/20,Mainland China,66.86%,81.71,9145.985352,9309.754883,9104.735352,9228.325195,9228.325195,15971550355,57.446205
7/1/20,Russian Federation,8.08%,9.87,9145.985352,9309.754883,9104.735352,9228.325195,9228.325195,15971550355,57.446205
7/1/20,Malaysia,5.62%,6.87,9145.985352,9309.754883,9104.735352,9228.325195,9228.325195,15971550355,57.446205
7/1/20,Other,5.45%,6.67,9145.985352,9309.754883,9104.735352,9228.325195,9228.325195,15971550355,57.446205
7/1/20,United States,5.09%,6.22,9145.985352,9309.754883,9104.735352,9228.325195,9228.325195,15971550355,57.446205
7/1/20,Kazakhstan,4.58%,5.6,9145.985352,9309.754883,9104.735352,9228.325195,9228.325195,15971550355,57.446205
7/1/20,"Iran, Islamic Rep.",2.81%,3.44,9145.985352,9309.754883,9104.735352,9228.325195,9228.325195,15971550355,57.446205
7/1/20,Canada,1.15%,1.4,9145.985352,9309.754883,9104.735352,9228.325195,9228.325195,15971550355,57.446205
7/1/20,Germany *,0.35%,0.43,9145.985352,9309.754883,9104.735352,9228.325195,9228.325195,15971550355,57.446205
7/1/20,Ireland *,0.01%,0.01,9145.985352,9309.754883,9104.735352,9228.325195,9228.325195,15971550355,57.446205
8/1/20,Mainland China,66.86%,82.71,11322.57031,11794.77539,11239.68262,11759.59277,11759.59277,26075670303,58.320122
8/1/20,Russian Federation,8.17%,10.1,11322.57031,11794.77539,11239.68262,11759.59277,11759.59277,26075670303,58.320122
8/1/20,Malaysia,6.23%,7.7,11322.57031,11794.77539,11239.68262,11759.59277,11759.59277,26075670303,58.320122
8/1/20,Other,5.01%,6.2,11322.57031,11794.77539,11239.68262,11759.59277,11759.59277,26075670303,58.320122
8/1/20,Kazakhstan,4.57%,5.65,11322.57031,11794.77539,11239.68262,11759.59277,11759.59277,26075670303,58.320122
8/1/20,United States,4.20%,5.2,11322.57031,11794.77539,11239.68262,11759.59277,11759.59277,26075670303,58.320122
8/1/20,"Iran, Islamic Rep.",2.67%,3.3,11322.57031,11794.77539,11239.68262,11759.59277,11759.59277,26075670303,58.320122
8/1/20,Canada,1.87%,2.32,11322.57031,11794.77539,11239.68262,11759.59277,11759.59277,26075670303,58.320122
8/1/20,Germany *,0.39%,0.48,11322.57031,11794.77539,11239.68262,11759.59277,11759.59277,26075670303,58.320122
8/1/20,Ireland *,0.03%,0.04,11322.57031,11794.77539,11239.68262,11759.59277,11759.59277,26075670303,58.320122
9/1/20,Mainland China,67.12%,91.1,11679.31641,12067.08106,11601.12891,11970.47852,11970.47852,27311555343,61.934469
9/1/20,United States,7.08%,9.61,11679.31641,12067.08106,11601.12891,11970.47852,11970.47852,27311555343,61.934469
9/1/20,Russian Federation,5.74%,7.79,11679.31641,12067.08106,11601.12891,11970.47852,11970.47852,27311555343,61.934469
9/1/20,Other,4.95%,6.72,11679.31641,12067.08106,11601.12891,11970.47852,11970.47852,27311555343,61.934469
9/1/20,Malaysia,4.48%,6.08,11679.31641,12067.08106,11601.12891,11970.47852,11970.47852,27311555343,61.934469
9/1/20,Kazakhstan,4.09%,5.55,11679.31641,12067.08106,11601.12891,11970.47852,11970.47852,27311555343,61.934469
9/1/20,"Iran, Islamic Rep.",2.47%,3.35,11679.31641,12067.08106,11601.12891,11970.47852,11970.47852,27311555343,61.934469
9/1/20,Canada,1.84%,2.49,11679.31641,12067.08106,11601.12891,11970.47852,11970.47852,27311555343,61.934469
9/1/20,Ireland *,1.41%,1.91,11679.31641,12067.08106,11601.12891,11970.47852,11970.47852,27311555343,61.934469
9/1/20,Germany *,0.82%,1.12,11679.31641,12067.08106,11601.12891,11970.47852,11970.47852,27311555343,61.934469
10/1/20,Mainland China,67.38%,88.92,10795.25488,10933.62402,10472.35645,10619.45215,10619.45215,40023134100,65.009292
10/1/20,United States,6.71%,8.86,10795.25488,10933.62402,10472.35645,10619.45215,10619.45215,40023134100,65.009292
10/1/20,Other,5.27%,6.96,10795.25488,10933.62402,10472.35645,10619.45215,10619.45215,40023134100,65.009292
10/1/20,Russian Federation,4.90%,6.47,10795.25488,10933.62402,10472.35645,10619.45215,10619.45215,40023134100,65.009292
10/1/20,Malaysia,4.12%,5.44,10795.25488,10933.62402,10472.35645,10619.45215,10619.45215,40023134100,65.009292
10/1/20,Kazakhstan,3.59%,4.74,10795.25488,10933.62402,10472.35645,10619.45215,10619.45215,40023134100,65.009292
10/1/20,"Iran, Islamic Rep.",2.82%,3.73,10795.25488,10933.62402,10472.35645,10619.45215,10619.45215,40023134100,65.009292
10/1/20,Ireland *,2.51%,3.31,10795.25488,10933.62402,10472.35645,10619.45215,10619.45215,40023134100,65.009292
10/1/20,Canada,1.51%,2,10795.25488,10933.62402,10472.35645,10619.45215,10619.45215,40023134100,65.009292
10/1/20,Germany *,1.18%,1.56,10795.25488,10933.62402,10472.35645,10619.45215,10619.45215,40023134100,65.009292
11/1/20,Mainland China,55.58%,71.7,13780.99512,13862.0332,13628.37793,13737.10938,13737.10938,24453857900,52.843498
11/1/20,United States,9.38%,12.1,13780.99512,13862.0332,13628.37793,13737.10938,13737.10938,24453857900,52.843498
11/1/20,Other,7.36%,9.49,13780.99512,13862.0332,13628.37793,13737.10938,13737.10938,24453857900,52.843498
11/1/20,Russian Federation,6.77%,8.73,13780.99512,13862.0332,13628.37793,13737.10938,13737.10938,24453857900,52.843498
11/1/20,Malaysia,5.27%,6.8,13780.99512,13862.0332,13628.37793,13737.10938,13737.10938,24453857900,52.843498
11/1/20,Kazakhstan,4.77%,6.15,13780.99512,13862.0332,13628.37793,13737.10938,13737.10938,24453857900,52.843498
11/1/20,"Iran, Islamic Rep.",4.00%,5.16,13780.99512,13862.0332,13628.37793,13737.10938,13737.10938,24453857900,52.843498
11/1/20,Ireland *,3.07%,3.96,13780.99512,13862.0332,13628.37793,13737.10938,13737.10938,24453857900,52.843498
11/1/20,Germany *,2.16%,2.79,13780.99512,13862.0332,13628.37793,13737.10938,13737.10938,24453857900,52.843498
11/1/20,Canada,1.65%,2.12,13780.99512,13862.0332,13628.37793,13737.10938,13737.10938,24453857900,52.843498
12/1/20,Mainland China,53.27%,72.72,19633.76953,19845.97461,18321.92188,18802.99805,18802.99805,49633658712,78.155572
12/1/20,United States,10.41%,14.21,19633.76953,19845.97461,18321.92188,18802.99805,18802.99805,49633658712,78.155572
12/1/20,Russian Federation,7.16%,9.78,19633.76953,19845.97461,18321.92188,18802.99805,18802.99805,49633658712,78.155572
12/1/20,Other,6.95%,9.48,19633.76953,19845.97461,18321.92188,18802.99805,18802.99805,49633658712,78.155572
12/1/20,Kazakhstan,5.35%,7.3,19633.76953,19845.97461,18321.92188,18802.99805,18802.99805,49633658712,78.155572
12/1/20,Malaysia,5.29%,7.21,19633.76953,19845.97461,18321.92188,18802.99805,18802.99805,49633658712,78.155572
12/1/20,"Iran, Islamic Rep.",4.78%,6.52,19633.76953,19845.97461,18321.92188,18802.99805,18802.99805,49633658712,78.155572
12/1/20,Ireland *,3.09%,4.21,19633.76953,19845.97461,18321.92188,18802.99805,18802.99805,49633658712,78.155572
12/1/20,Germany *,2.89%,3.94,19633.76953,19845.97461,18321.92188,18802.99805,18802.99805,49633658712,78.155572
12/1/20,Canada,0.83%,1.13,19633.76953,19845.97461,18321.92188,18802.99805,18802.99805,49633658712,78.155572
1/1/21,Mainland China,53.30%,79.53,28994.00977,29600.62695,28803.58594,29374.15234,29374.15234,40730301359,86.748507
1/1/21,United States,10.55%,15.74,28994.00977,29600.62695,28803.58594,29374.15234,29374.15234,40730301359,86.748507
1/1/21,Other,7.17%,10.7,28994.00977,29600.62695,28803.58594,29374.15234,29374.15234,40730301359,86.748507
1/1/21,Russian Federation,6.91%,10.3,28994.00977,29600.62695,28803.58594,29374.15234,29374.15234,40730301359,86.748507
1/1/21,Kazakhstan,6.17%,9.2,28994.00977,29600.62695,28803.58594,29374.15234,29374.15234,40730301359,86.748507
1/1/21,Malaysia,5.18%,7.73,28994.00977,29600.62695,28803.58594,29374.15234,29374.15234,40730301359,86.748507
1/1/21,"Iran, Islamic Rep.",4.15%,6.19,28994.00977,29600.62695,28803.58594,29374.15234,29374.15234,40730301359,86.748507
1/1/21,Germany *,3.09%,4.61,28994.00977,29600.62695,28803.58594,29374.15234,29374.15234,40730301359,86.748507
1/1/21,Ireland *,2.59%,3.86,28994.00977,29600.62695,28803.58594,29374.15234,29374.15234,40730301359,86.748507
1/1/21,Canada,0.90%,1.34,28994.00977,29600.62695,28803.58594,29374.15234,29374.15234,40730301359,86.748507
2/1/21,Mainland China,51.58%,80.01,33114.57813,34638.21484,32384.22852,33537.17578,33537.17578,61400400660,94.496387
2/1/21,United States,13.37%,20.74,33114.57813,34638.21484,32384.22852,33537.17578,33537.17578,61400400660,94.496387
2/1/21,Other,7.20%,11.17,33114.57813,34638.21484,32384.22852,33537.17578,33537.17578,61400400660,94.496387
2/1/21,Kazakhstan,6.71%,10.41,33114.57813,34638.21484,32384.22852,33537.17578,33537.17578,61400400660,94.496387
2/1/21,Russian Federation,6.43%,9.97,33114.57813,34638.21484,32384.22852,33537.17578,33537.17578,61400400660,94.496387
2/1/21,Malaysia,4.66%,7.22,33114.57813,34638.21484,32384.22852,33537.17578,33537.17578,61400400660,94.496387
2/1/21,"Iran, Islamic Rep.",4.15%,6.44,33114.57813,34638.21484,32384.22852,33537.17578,33537.17578,61400400660,94.496387
2/1/21,Germany *,2.75%,4.27,33114.57813,34638.21484,32384.22852,33537.17578,33537.17578,61400400660,94.496387
2/1/21,Ireland *,2.08%,3.23,33114.57813,34638.21484,32384.22852,33537.17578,33537.17578,61400400660,94.496387
2/1/21,Canada,1.07%,1.66,33114.57813,34638.21484,32384.22852,33537.17578,33537.17578,61400400660,94.496387
3/1/21,Mainland China,49.06%,78.29,45159.50391,49784.01563,45115.09375,49631.24219,49631.24219,53891300112,103.630973
3/1/21,United States,16.12%,25.73,45159.50391,49784.01563,45115.09375,49631.24219,49631.24219,53891300112,103.630973
3/1/21,Kazakhstan,7.65%,12.21,45159.50391,49784.01563,45115.09375,49631.24219,49631.24219,53891300112,103.630973
3/1/21,Russian Federation,6.47%,10.33,45159.50391,49784.01563,45115.09375,49631.24219,49631.24219,53891300112,103.630973
3/1/21,Other,6.02%,9.61,45159.50391,49784.01563,45115.09375,49631.24219,49631.24219,53891300112,103.630973
3/1/21,"Iran, Islamic Rep.",4.67%,7.45,45159.50391,49784.01563,45115.09375,49631.24219,49631.24219,53891300112,103.630973
3/1/21,Malaysia,3.66%,5.85,45159.50391,49784.01563,45115.09375,49631.24219,49631.24219,53891300112,103.630973
3/1/21,Germany *,2.69%,4.29,45159.50391,49784.01563,45115.09375,49631.24219,49631.24219,53891300112,103.630973
3/1/21,Ireland *,2.07%,3.31,45159.50391,49784.01563,45115.09375,49631.24219,49631.24219,53891300112,103.630973
3/1/21,Canada,1.58%,2.53,45159.50391,49784.01563,45115.09375,49631.24219,49631.24219,53891300112,103.630973
4/1/21,Mainland China,46.04%,72.39,58926.5625,59586.07031,58505.27734,59095.80859,59095.80859,61669163792,108.547315
4/1/21,United States,16.85%,26.49,58926.5625,59586.07031,58505.27734,59095.80859,59095.80859,61669163792,108.547315
4/1/21,Kazakhstan,8.19%,12.88,58926.5625,59586.07031,58505.27734,59095.80859,59095.80859,61669163792,108.547315
4/1/21,Russian Federation,6.84%,10.75,58926.5625,59586.07031,58505.27734,59095.80859,59095.80859,61669163792,108.547315
4/1/21,Other,5.92%,9.31,58926.5625,59586.07031,58505.27734,59095.80859,59095.80859,61669163792,108.547315
4/1/21,"Iran, Islamic Rep.",4.64%,7.3,58926.5625,59586.07031,58505.27734,59095.80859,59095.80859,61669163792,108.547315
4/1/21,Malaysia,3.44%,5.41,58926.5625,59586.07031,58505.27734,59095.80859,59095.80859,61669163792,108.547315
4/1/21,Canada,3.00%,4.73,58926.5625,59586.07031,58505.27734,59095.80859,59095.80859,61669163792,108.547315
4/1/21,Germany *,2.81%,4.42,58926.5625,59586.07031,58505.27734,59095.80859,59095.80859,61669163792,108.547315
4/1/21,Ireland *,2.27%,3.57,58926.5625,59586.07031,58505.27734,59095.80859,59095.80859,61669163792,108.547315
5/1/21,Mainland China,43.98%,70.91,57714.66406,58448.33984,57052.27344,57828.05078,57828.05078,42836427360,102.690219
5/1/21,United States,17.77%,28.66,57714.66406,58448.33984,57052.27344,57828.05078,57828.05078,42836427360,102.690219
5/1/21,Kazakhstan,7.37%,11.88,57714.66406,58448.33984,57052.27344,57828.05078,57828.05078,42836427360,102.690219
5/1/21,Russian Federation,7.19%,11.59,57714.66406,58448.33984,57052.27344,57828.05078,57828.05078,42836427360,102.690219
5/1/21,Other,6.36%,10.25,57714.66406,58448.33984,57052.27344,57828.05078,57828.05078,42836427360,102.690219
5/1/21,Canada,4.74%,7.64,57714.66406,58448.33984,57052.27344,57828.05078,57828.05078,42836427360,102.690219
5/1/21,"Iran, Islamic Rep.",4.30%,6.94,57714.66406,58448.33984,57052.27344,57828.05078,57828.05078,42836427360,102.690219
5/1/21,Malaysia,3.24%,5.23,57714.66406,58448.33984,57052.27344,57828.05078,57828.05078,42836427360,102.690219
5/1/21,Germany *,2.79%,4.51,57714.66406,58448.33984,57052.27344,57828.05078,57828.05078,42836427360,102.690219
5/1/21,Ireland *,2.25%,3.62,57714.66406,58448.33984,57052.27344,57828.05078,57828.05078,42836427360,102.690219
6/1/21,Mainland China,34.25%,41.12,37293.79297,37896.73438,35787.08594,36684.92578,36684.92578,34639423297,90.463544
6/1/21,United States,21.81%,26.18,37293.79297,37896.73438,35787.08594,36684.92578,36684.92578,34639423297,90.463544
6/1/21,Russian Federation,8.90%,10.68,37293.79297,37896.73438,35787.08594,36684.92578,36684.92578,34639423297,90.463544
6/1/21,Kazakhstan,8.80%,10.57,37293.79297,37896.73438,35787.08594,36684.92578,36684.92578,34639423297,90.463544
6/1/21,Other,6.91%,8.29,37293.79297,37896.73438,35787.08594,36684.92578,36684.92578,34639423297,90.463544
6/1/21,Canada,5.98%,7.18,37293.79297,37896.73438,35787.08594,36684.92578,36684.92578,34639423297,90.463544
6/1/21,Malaysia,3.79%,4.55,37293.79297,37896.73438,35787.08594,36684.92578,36684.92578,34639423297,90.463544
6/1/21,"Iran, Islamic Rep.",3.43%,4.11,37293.79297,37896.73438,35787.08594,36684.92578,36684.92578,34639423297,90.463544
6/1/21,Germany *,3.28%,3.94,37293.79297,37896.73438,35787.08594,36684.92578,36684.92578,34639423297,90.463544
6/1/21,Ireland *,2.86%,3.43,37293.79297,37896.73438,35787.08594,36684.92578,36684.92578,34639423297,90.463544
7/1/21,United States,35.12%,35.24,35035.98438,35035.98438,32883.78125,33572.11719,33572.11719,37838957079,53.128444
7/1/21,Kazakhstan,13.79%,13.83,35035.98438,35035.98438,32883.78125,33572.11719,33572.11719,37838957079,53.128444
7/1/21,Russian Federation,11.90%,11.94,35035.98438,35035.98438,32883.78125,33572.11719,33572.11719,37838957079,53.128444
7/1/21,Canada,10.83%,10.87,35035.98438,35035.98438,32883.78125,33572.11719,33572.11719,37838957079,53.128444
7/1/21,Other,9.41%,9.44,35035.98438,35035.98438,32883.78125,33572.11719,33572.11719,37838957079,53.128444
7/1/21,Malaysia,5.39%,5.41,35035.98438,35035.98438,32883.78125,33572.11719,33572.11719,37838957079,53.128444
7/1/21,Ireland *,5.06%,5.08,35035.98438,35035.98438,32883.78125,33572.11719,33572.11719,37838957079,53.128444
