Date and Time,"power MAX, GW","power MIN, GW","power GUESS, GW","annualised consumption MAX, TWh","annualised consumption MIN, TWh","annualised consumption GUESS, TWh","Lower bound efficiency, J/Th","Estimated efficiency, J/Th","Upper bound efficiency, J/Th","Hydro-only, MtCO2e","Estimated, MtCO2e","Coal-only, MtCO2e","Emission intensity, gCO2e/kWh",Hash rate MH/s
2010-07-18T00:00:00,2.67e-05,2.24e-05,2.44e-05,0.000233717,0.000196712,0.000214241,14313700.0,14313700.0,14313700.0,4e-06,0.000119,0.000214,554.121479,442953295.8
2010-07-19T00:00:00,2.68e-05,2.26e-05,2.46e-05,0.000235075,0.000197855,0.000215486,14313700.0,14313700.0,14313700.0,5e-06,0.000119,0.000216,554.121479,366288302.3
2010-07-20T00:00:00,2.72e-05,2.29e-05,2.5e-05,0.000238699,0.000200905,0.000218808,14313700.0,14313700.0,14313700.0,5e-06,0.000121,0.000219,554.121479,391843300.1
2010-07-21T00:00:00,2.84e-05,2.39e-05,2.61e-05,0.000249343,0.000209864,0.000228565,14313700.0,14313700.0,14313700.0,5e-06,0.000127,0.000229,554.121479,414558853.7
2010-07-22T00:00:00,2.82e-05,2.37e-05,2.59e-05,0.000247305,0.000208148,0.000226696,14313700.0,14313700.0,14313700.0,5e-06,0.000126,0.000227,554.121479,385677556.7
2010-07-23T00:00:00,2.85e-05,2.4e-05,2.61e-05,0.000250023,0.000210436,0.000229188,14313700.0,14313700.0,14313700.0,5e-06,0.000127,0.000229,554.121479,419923635.7
2010-07-24T00:00:00,2.86e-05,2.41e-05,2.62e-05,0.000250993,0.000211252,0.000230077,14313700.0,14313700.0,14313700.0,5e-06,0.000127,0.00023,554.121479,401080908.5
2010-07-25T00:00:00,2.99e-05,2.52e-05,2.74e-05,0.000262446,0.000220892,0.000240576,14313700.0,14313700.0,14313700.0,5e-06,0.000133,0.000241,554.121479,417231817.5
2010-07-26T00:00:00,3.15e-05,2.65e-05,2.88e-05,0.00027584,0.000232165,0.000252854,14313700.0,14313700.0,14313700.0,5e-06,0.00014,0.000253,554.121479,506061817.4
2010-07-27T00:00:00,3.23e-05,2.72e-05,2.96e-05,0.000283516,0.000238626,0.00025989,14313700.0,14313700.0,14313700.0,5e-06,0.000144,0.00026,554.121479,436074544.8
2010-07-28T00:00:00,3.25e-05,2.74e-05,2.98e-05,0.000284852,0.000239751,0.000261115,14313700.0,14313700.0,14313700.0,5e-06,0.000145,0.000261,554.121479,395697272.1
2010-07-29T00:00:00,3.4e-05,2.86e-05,3.11e-05,0.000297691,0.000250556,0.000272884,14313700.0,14313700.0,14313700.0,6e-06,0.000151,0.000273,554.121479,379546363.1
2010-07-30T00:00:00,3.51e-05,2.95e-05,3.22e-05,0.000307557,0.000258861,0.000281928,14313700.0,14313700.0,14313700.0,6e-06,0.000156,0.000282,554.121479,427999090.2
2010-07-31T00:00:00,3.69e-05,3.11e-05,3.39e-05,0.000323878,0.000272597,0.000296889,14313700.0,14313700.0,14313700.0,6e-06,0.000165,0.000297,554.121479,395697272.1
2010-08-01T00:00:00,3.9e-05,3.28e-05,3.57e-05,0.000341447,0.000287384,0.000312993,14313700.0,14313700.0,14313700.0,7e-06,0.000173,0.000313,554.121479,406464544.8
2010-08-02T00:00:00,4.08e-05,3.43e-05,3.74e-05,0.000357469,0.00030087,0.00032768,14313700.0,14313700.0,14313700.0,7e-06,0.000182,0.000328,554.121479,358011817.6
2010-08-03T00:00:00,4.27e-05,3.59e-05,3.91e-05,0.000373934,0.000314728,0.000342773,14313700.0,14313700.0,14313700.0,7e-06,0.00019,0.000343,554.121479,393005453.9
2010-08-04T00:00:00,4.52e-05,3.8e-05,4.14e-05,0.000395869,0.000333189,0.00036288,14313700.0,14313700.0,14313700.0,8e-06,0.000201,0.000363,554.121479,364419397.3
2010-08-05T00:00:00,4.68e-05,3.93e-05,4.29e-05,0.000409831,0.000344941,0.000375679,14313700.0,14313700.0,14313700.0,8e-06,0.000208,0.000376,554.121479,342854666.2
2010-08-06T00:00:00,4.76e-05,4.01e-05,4.37e-05,0.000417659,0.00035153,0.000382855,14313700.0,14313700.0,14313700.0,8e-06,0.000212,0.000383,554.121479,411978590.8
2010-08-07T00:00:00,4.83e-05,4.06e-05,4.42e-05,0.000423016,0.000356038,0.000387765,14313700.0,14313700.0,14313700.0,8e-06,0.000215,0.000388,554.121479,436863203.7
2010-08-08T00:00:00,4.97e-05,4.18e-05,4.55e-05,0.00043554,0.00036658,0.000399246,14313700.0,14313700.0,14313700.0,8e-06,0.000221,0.0004,554.121479,420273461.8
2010-08-09T00:00:00,5.06e-05,4.26e-05,4.64e-05,0.000443892,0.000373609,0.000406902,14313700.0,14313700.0,14313700.0,9e-06,0.000225,0.000407,554.121479,417508504.8
2010-08-10T00:00:00,5.21e-05,4.38e-05,4.77e-05,0.000456538,0.000384253,0.000418494,14313700.0,14313700.0,14313700.0,9e-06,0.000232,0.000419,554.121479,398153805.9
2010-08-11T00:00:00,5.49e-05,4.62e-05,5.03e-05,0.00048082,0.00040469,0.000440753,14313700.0,14313700.0,14313700.0,9e-06,0.000244,0.000441,554.121479,348384580.2
2010-08-12T00:00:00,5.72e-05,4.82e-05,5.24e-05,0.000501566,0.000422152,0.00045977,14313700.0,14313700.0,14313700.0,1e-05,0.000255,0.00046,554.121479,436863203.7
2010-08-13T00:00:00,6.01e-05,5.06e-05,5.51e-05,0.000527172,0.000443703,0.000483242,14313700.0,14313700.0,14313700.0,1e-05,0.000268,0.000484,554.121479,326264924.3
2010-08-14T00:00:00,6.56e-05,5.52e-05,6.01e-05,0.000574617,0.000483636,0.000526734,14313700.0,14313700.0,14313700.0,1.1e-05,0.000292,0.000527,554.121479,320735010.3
2010-08-15T00:00:00,6.69e-05,5.63e-05,6.14e-05,0.000586846,0.000493928,0.000537943,14313700.0,14313700.0,14313700.0,1.1e-05,0.000298,0.000538,554.121479,378799107.0
2010-08-16T00:00:00,6.8e-05,5.72e-05,6.23e-05,0.000595742,0.000501416,0.000546098,14313700.0,14313700.0,14313700.0,1.1e-05,0.000303,0.000547,554.121479,373269193.0
2010-08-17T00:00:00,6.78e-05,5.71e-05,6.22e-05,0.000594412,0.000500297,0.000544878,14313700.0,14313700.0,14313700.0,1.1e-05,0.000302,0.000545,554.121479,384329021.0
2010-08-18T00:00:00,6.61e-05,5.56e-05,6.06e-05,0.000579455,0.000487708,0.000531168,14313700.0,14313700.0,14313700.0,1.1e-05,0.000294,0.000532,554.121479,392623891.9
2010-08-19T00:00:00,6.52e-05,5.49e-05,5.98e-05,0.000571618,0.000481112,0.000523984,14313700.0,14313700.0,14313700.0,1.1e-05,0.00029,0.000525,554.121479,380936887.2
2010-08-20T00:00:00,6.8e-05,5.73e-05,6.24e-05,0.000596273,0.000501863,0.000546584,14313700.0,14313700.0,14313700.0,1.1e-05,0.000303,0.000547,554.121479,429722639.5
2010-08-21T00:00:00,6.68e-05,5.62e-05,6.12e-05,0.000585131,0.000492485,0.000536371,14313700.0,14313700.0,14313700.0,1.1e-05,0.000297,0.000537,554.121479,421909500.6
2010-08-22T00:00:00,7e-05,5.9e-05,6.42e-05,0.000613979,0.000516765,0.000562815,14313700.0,14313700.0,14313700.0,1.2e-05,0.000312,0.000563,554.121479,364613148.7
2010-08-23T00:00:00,7.42e-05,6.24e-05,6.8e-05,0.000650095,0.000547163,0.000595922,14313700.0,14313700.0,14313700.0,1.3e-05,0.00033,0.000597,554.121479,362008769.0
2010-08-24T00:00:00,7.95e-05,6.69e-05,7.29e-05,0.000697156,0.000586773,0.000639061,14313700.0,14313700.0,14313700.0,1.3e-05,0.000354,0.00064,554.121479,406283222.8
2010-08-25T00:00:00,8.47e-05,7.13e-05,7.77e-05,0.000742575,0.000625001,0.000680695,14313700.0,14313700.0,14313700.0,1.4e-05,0.000377,0.000681,554.121479,424513880.2
2010-08-26T00:00:00,8.96e-05,7.54e-05,8.21e-05,0.000785287,0.00066095,0.000719848,14313700.0,14313700.0,14313700.0,1.5e-05,0.000399,0.000721,554.121479,445348917.3
2010-08-27T00:00:00,9.05e-05,7.62e-05,8.3e-05,0.000793656,0.000667994,0.00072752,14313700.0,14313700.0,14313700.0,1.5e-05,0.000403,0.000728,554.121479,445348917.3
2010-08-28T00:00:00,9.27e-05,7.8e-05,8.49e-05,0.000812303,0.000683688,0.000744612,14313700.0,14313700.0,14313700.0,1.6e-05,0.000413,0.000745,554.121479,351591250.5
2010-08-29T00:00:00,9.17e-05,7.72e-05,8.41e-05,0.000804276,0.000676932,0.000737254,14313700.0,14313700.0,14313700.0,1.5e-05,0.000409,0.000738,554.121479,434931398.8
2010-08-30T00:00:00,8.98e-05,7.56e-05,8.23e-05,0.000787036,0.000662422,0.000721451,14313700.0,14313700.0,14313700.0,1.5e-05,0.0004,0.000722,554.121479,393261324.6
2010-08-31T00:00:00,9.04e-05,7.6e-05,8.28e-05,0.000792031,0.000666626,0.00072603,14313700.0,14313700.0,14313700.0,1.5e-05,0.000402,0.000727,554.121479,330756213.4
2010-09-01T00:00:00,8.88e-05,7.47e-05,8.14e-05,0.000778482,0.000655223,0.00071361,14313700.0,14313700.0,14313700.0,1.5e-05,0.000395,0.000714,554.121479,421650114.7
2010-09-02T00:00:00,8.74e-05,7.35e-05,8.01e-05,0.000765879,0.000644615,0.000702057,14313700.0,14313700.0,14313700.0,1.5e-05,0.000389,0.000703,554.121479,325156812.7
2010-09-03T00:00:00,8.68e-05,7.31e-05,7.96e-05,0.000761213,0.000640688,0.00069778,14313700.0,14313700.0,14313700.0,1.5e-05,0.000387,0.000698,554.121479,379783157.3
2010-09-04T00:00:00,8.77e-05,7.38e-05,8.04e-05,0.000768546,0.000646859,0.000704501,14313700.0,14313700.0,14313700.0,1.5e-05,0.00039,0.000705,554.121479,426605738.3
2010-09-05T00:00:00,8.79e-05,7.4e-05,8.06e-05,0.000770545,0.000648542,0.000706334,14313700.0,14313700.0,14313700.0,1.5e-05,0.000391,0.000707,554.121479,400593193.3
2010-09-06T00:00:00,8.86e-05,7.46e-05,8.12e-05,0.000776544,0.000653592,0.000711834,14313700.0,14313700.0,14313700.0,1.5e-05,0.000394,0.000713,554.121479,314751794.7
2010-09-07T00:00:00,8.68e-05,7.3e-05,7.95e-05,0.000760547,0.000640127,0.000697169,14313700.0,14313700.0,14313700.0,1.5e-05,0.000386,0.000698,554.121479,392789429.8
2010-09-08T00:00:00,8.89e-05,7.48e-05,8.15e-05,0.000779277,0.000655891,0.000714339,14313700.0,14313700.0,14313700.0,1.5e-05,0.000396,0.000715,554.121479,400593193.3
2010-09-09T00:00:00,8.88e-05,7.47e-05,8.14e-05,0.000778198,0.000654984,0.00071335,14313700.0,14313700.0,14313700.0,1.5e-05,0.000395,0.000714,554.121479,361574375.8
2010-09-10T00:00:00,9.17e-05,7.72e-05,8.41e-05,0.000803802,0.000676533,0.00073682,14313700.0,14313700.0,14313700.0,1.5e-05,0.000408,0.000738,554.121479,366776884.8
2010-09-11T00:00:00,9.18e-05,7.73e-05,8.42e-05,0.000805115,0.000677639,0.000738024,14313700.0,14313700.0,14313700.0,1.5e-05,0.000409,0.000739,554.121479,437010756.3
2010-09-12T00:00:00,9.47e-05,7.97e-05,8.68e-05,0.000830052,0.000698627,0.000760883,14313700.0,14313700.0,14313700.0,1.6e-05,0.000422,0.000762,554.121479,343365594.3
2010-09-13T00:00:00,9.75e-05,8.21e-05,8.94e-05,0.000855082,0.000719694,0.000783826,14313700.0,14313700.0,14313700.0,1.6e-05,0.000434,0.000785,554.121479,364175630.3
2010-09-14T00:00:00,0.000103031,8.67e-05,9.44e-05,0.00090317,0.000760168,0.000827908,14313700.0,14313700.0,14313700.0,1.7e-05,0.000459,0.000829,554.121479,358973121.3
2010-09-15T00:00:00,0.000103652,8.72e-05,9.5e-05,0.000908612,0.000764748,0.000832895,14313700.0,14313700.0,14313700.0,1.7e-05,0.000462,0.000834,554.121479,381190141.6
2010-09-16T00:00:00,0.000110956,9.34e-05,0.00010171,0.000972641,0.00081864,0.00089159,14313700.0,14313700.0,14313700.0,1.9e-05,0.000494,0.000892,554.121479,369831574.5
2010-09-17T00:00:00,0.000113652,9.57e-05,0.000104181,0.000996271,0.000838528,0.00091325,14313700.0,14313700.0,14313700.0,1.9e-05,0.000506,0.000914,554.121479,401990841.9
2010-09-18T00:00:00,0.000120347,0.000101292,0.000110319,0.001054965,0.000887929,0.000967053,14313700.0,14313700.0,14313700.0,2e-05,0.000536,0.000968,554.121479,393951025.1
2010-09-19T00:00:00,0.000127855,0.000107611,0.0001172,0.001120775,0.000943319,0.001027379,14313700.0,14313700.0,14313700.0,2.2e-05,0.000569,0.001028,554.121479,359111818.8
2010-09-20T00:00:00,0.000135712,0.000114224,0.000124403,0.001189653,0.001001291,0.001090517,14313700.0,14313700.0,14313700.0,2.3e-05,0.000604,0.001092,554.121479,300153161.9
2010-09-21T00:00:00,0.000137316,0.000115575,0.000125874,0.001203715,0.001013127,0.001103407,14313700.0,14313700.0,14313700.0,2.3e-05,0.000611,0.001105,554.121479,343032185.1
2010-09-22T00:00:00,0.000142101,0.000119602,0.000130259,0.001245657,0.001048428,0.001141854,14313700.0,14313700.0,14313700.0,2.4e-05,0.000633,0.001143,554.121479,396630964.0
2010-09-23T00:00:00,0.000149255,0.000125623,0.000136817,0.001308369,0.001101211,0.001199341,14313700.0,14313700.0,14313700.0,2.5e-05,0.000665,0.001201,554.121479,434150109.2
2010-09-24T00:00:00,0.000156694,0.000131884,0.000143636,0.001373578,0.001156094,0.001259115,14313700.0,14313700.0,14313700.0,2.6e-05,0.000698,0.00126,554.121479,364471696.6
2010-09-25T00:00:00,0.00015926,0.000134044,0.000145988,0.001396072,0.001175027,0.001279735,14313700.0,14313700.0,14313700.0,2.7e-05,0.000709,0.001281,554.121479,415390536.6
2010-09-26T00:00:00,0.000159312,0.000134088,0.000146036,0.001396529,0.001175412,0.001280154,14313700.0,14313700.0,14313700.0,2.7e-05,0.000709,0.001281,554.121479,369831574.5
2010-09-27T00:00:00,0.000162223,0.000136538,0.000148705,0.001422046,0.001196889,0.001303545,14313700.0,14313700.0,14313700.0,2.7e-05,0.000722,0.001305,554.121479,369831574.5
2010-09-28T00:00:00,0.00016851,0.000141829,0.000154468,0.001477161,0.001243277,0.001354066,14313700.0,14313700.0,14313700.0,2.8e-05,0.00075,0.001355,554.121479,321592673.5
2010-09-29T00:00:00,0.000175409,0.000147636,0.000160792,0.001537636,0.001294177,0.001409502,14313700.0,14313700.0,14313700.0,3e-05,0.000781,0.001411,554.121479,382989765.6
2010-09-30T00:00:00,0.000172696,0.000145352,0.000158304,0.001513849,0.001274156,0.001387697,14313700.0,14313700.0,14313700.0,2.9e-05,0.000769,0.001389,554.121479,339880937.9
2010-10-01T00:00:00,0.00017194,0.000144717,0.000157612,0.00150723,0.001268585,0.00138163,14313700.0,14313700.0,14313700.0,2.9e-05,0.000766,0.001383,554.121479,387716032.9
2010-10-02T00:00:00,0.000164851,0.000138749,0.000151113,0.001445081,0.001216276,0.00132466,14313700.0,14313700.0,14313700.0,2.8e-05,0.000734,0.001326,554.121479,425480581.6
2010-10-03T00:00:00,0.000161523,0.000135949,0.000148063,0.001415914,0.001191728,0.001297924,14313700.0,14313700.0,14313700.0,2.7e-05,0.000719,0.001299,554.121479,448139310.8
2010-10-04T00:00:00,0.000160496,0.000135084,0.000147121,0.001406904,0.001184144,0.001289664,14313700.0,14313700.0,14313700.0,2.7e-05,0.000715,0.001291,554.121479,440586401.0
2010-10-05T00:00:00,0.000155219,0.000130643,0.000142284,0.001360648,0.001145212,0.001247263,14313700.0,14313700.0,14313700.0,2.6e-05,0.000691,0.001249,554.121479,349951484.3
2010-10-06T00:00:00,0.000156345,0.00013159,0.000143316,0.001370519,0.00115352,0.001256312,14313700.0,14313700.0,14313700.0,2.6e-05,0.000696,0.001258,554.121479,390233669.5
2010-10-07T00:00:00,0.000158597,0.000133486,0.000145381,0.001390259,0.001170134,0.001274406,14313700.0,14313700.0,14313700.0,2.7e-05,0.000706,0.001276,554.121479,357504394.0
2010-10-08T00:00:00,0.000158597,0.000133486,0.000145381,0.001390259,0.001170134,0.001274406,14313700.0,14313700.0,14313700.0,2.7e-05,0.000706,0.001276,554.121479,344916211.1
2010-10-09T00:00:00,0.000167926,0.000141338,0.000153932,0.001472038,0.001238965,0.001349371,14313700.0,14313700.0,14313700.0,2.8e-05,0.000748,0.001351,554.121479,430515854.7
2010-10-10T00:00:00,0.000176933,0.000148919,0.000162189,0.001550999,0.001305424,0.001421751,14313700.0,14313700.0,14313700.0,3e-05,0.000788,0.001423,554.121479,334845664.8
2010-10-11T00:00:00,0.000177899,0.000149731,0.000163074,0.001559459,0.001312544,0.001429506,14313700.0,14313700.0,14313700.0,3e-05,0.000792,0.001431,554.121479,397786579.2
2010-10-12T00:00:00,0.000183439,0.000154395,0.000168153,0.001608028,0.001353424,0.001474029,14313700.0,14313700.0,14313700.0,3.1e-05,0.000817,0.001476,554.121479,367574940.3
2010-10-13T00:00:00,0.000185518,0.000156144,0.000170058,0.001626249,0.00136876,0.001490731,14313700.0,14313700.0,14313700.0,3.1e-05,0.000826,0.001492,554.121479,280545974.4
2010-10-14T00:00:00,0.00019424,0.000163486,0.000178054,0.00170271,0.001433114,0.00156082,14313700.0,14313700.0,14313700.0,3.3e-05,0.000865,0.001562,554.121479,364329624.5
2010-10-15T00:00:00,0.000199221,0.000167678,0.00018262,0.001746375,0.001469866,0.001600847,14313700.0,14313700.0,14313700.0,3.4e-05,0.000887,0.001602,554.121479,379943751.2
2010-10-16T00:00:00,0.000217174,0.000182789,0.000199077,0.001903752,0.001602324,0.001745109,14313700.0,14313700.0,14313700.0,3.7e-05,0.000967,0.001747,554.121479,398160232.5
2010-10-17T00:00:00,0.000233927,0.000196889,0.000214434,0.002050608,0.001725928,0.001879727,14313700.0,14313700.0,14313700.0,3.9e-05,0.001042,0.001882,554.121479,379943751.2
2010-10-18T00:00:00,0.000250207,0.00021059,0.000229356,0.00219331,0.001846036,0.002010538,14313700.0,14313700.0,14313700.0,4.2e-05,0.001114,0.002013,554.121479,325294307.6
2010-10-19T00:00:00,0.00026743,0.000225087,0.000245144,0.00234429,0.001973111,0.002148936,14313700.0,14313700.0,14313700.0,4.5e-05,0.001191,0.002151,554.121479,356522561.1
2010-10-20T00:00:00,0.000282222,0.000237537,0.000258704,0.002473955,0.002082246,0.002267796,14313700.0,14313700.0,14313700.0,4.8e-05,0.001257,0.00227,554.121479,314884889.7
2010-10-21T00:00:00,0.000292758,0.000246405,0.000268362,0.00256632,0.002159986,0.002352465,14313700.0,14313700.0,14313700.0,4.9e-05,0.001304,0.002355,554.121479,353920206.6
2010-10-22T00:00:00,0.000303375,0.000255341,0.000278094,0.002659387,0.002238317,0.002437776,14313700.0,14313700.0,14313700.0,5.1e-05,0.001351,0.00244,554.121479,369534333.4
2010-10-23T00:00:00,0.000305881,0.00025745,0.000280392,0.002681357,0.002256809,0.002457915,14313700.0,14313700.0,14313700.0,5.2e-05,0.001362,0.00246,554.121479,392955523.5
2010-10-24T00:00:00,0.000314235,0.000264481,0.000288049,0.002754581,0.002318439,0.002525037,14313700.0,14313700.0,14313700.0,5.3e-05,0.001399,0.002528,554.121479,364329624.5
2010-10-25T00:00:00,0.000325594,0.000274041,0.000298461,0.002854154,0.002402246,0.002616312,14313700.0,14313700.0,14313700.0,5.5e-05,0.00145,0.002619,554.121479,398160232.5
2010-10-26T00:00:00,0.000345737,0.000290995,0.000316926,0.00303073,0.002550865,0.002778174,14313700.0,14313700.0,14313700.0,5.8e-05,0.001539,0.002781,554.121479,385148460.2
2010-10-27T00:00:00,0.000357196,0.00030064,0.00032743,0.003131179,0.002635409,0.002870252,14313700.0,14313700.0,14313700.0,6e-05,0.00159,0.002873,554.121479,312388215.0
2010-10-28T00:00:00,0.000369608,0.000311087,0.000338808,0.003239984,0.002726987,0.002969991,14313700.0,14313700.0,14313700.0,6.2e-05,0.001646,0.002973,554.121479,374390301.5
2010-10-29T00:00:00,0.000387695,0.00032631,0.000355388,0.003398535,0.002860434,0.003115329,14313700.0,14313700.0,14313700.0,6.5e-05,0.001726,0.003118,554.121479,399859029.5
2010-10-30T00:00:00,0.000409604,0.00034475,0.000375471,0.00359059,0.00302208,0.00329138,14313700.0,14313700.0,14313700.0,6.9e-05,0.001824,0.003295,554.121479,415140266.3
2010-10-31T00:00:00,0.000423372,0.000356338,0.000388092,0.003711279,0.00312366,0.003402012,14313700.0,14313700.0,14313700.0,7.1e-05,0.001885,0.003405,554.121479,392218411.1
2010-11-01T00:00:00,0.00043691,0.000320991,0.000372223,0.003829951,0.002813805,0.003262905,2405160.0,7698570.0,14313700.0,6.9e-05,0.001808,0.003266,554.121479,430421503.1
2010-11-02T00:00:00,0.000440109,0.000277206,0.000347037,0.003857997,0.002429989,0.003042126,2405160.0,7698570.0,14313700.0,6.4e-05,0.001686,0.003045,554.121479,392218411.1
2010-11-03T00:00:00,0.000455928,0.000240346,0.000331182,0.003996667,0.002106872,0.002903144,2405160.0,7698570.0,14313700.0,6.1e-05,0.001609,0.002906,554.121479,343827827.9
2010-11-04T00:00:00,0.000474323,0.000202749,0.000315931,0.004157915,0.001777295,0.002769454,2405160.0,7698570.0,14313700.0,5.8e-05,0.001535,0.002772,554.121479,384577792.7
2010-11-05T00:00:00,0.000498457,0.000165229,0.000303066,0.004369477,0.001448397,0.002656676,2405160.0,7698570.0,14313700.0,5.6e-05,0.001472,0.002659,554.121479,351468446.3
2010-11-06T00:00:00,0.000512888,0.000119806,0.000281465,0.004495976,0.001050219,0.002467323,2405160.0,7698570.0,14313700.0,5.2e-05,0.001367,0.00247,554.121479,376937174.3
2010-11-07T00:00:00,0.00053627,7.58e-05,0.000264395,0.004700939,0.000664839,0.002317685,2405160.0,7698570.0,14313700.0,4.9e-05,0.001284,0.00232,554.121479,331093463.9
2010-11-08T00:00:00,0.000573228,8.11e-05,0.000282616,0.005024913,0.000710658,0.002477413,2405160.0,7698570.0,14313700.0,5.2e-05,0.001373,0.00248,554.121479,417687139.1
2010-11-09T00:00:00,0.000604901,8.55e-05,0.000298232,0.005302564,0.000749925,0.002614302,2405160.0,7698570.0,14313700.0,5.5e-05,0.001449,0.002617,554.121479,336187209.5
2010-11-10T00:00:00,0.000645575,9.13e-05,0.000318285,0.005659109,0.00080035,0.002790087,2405160.0,7698570.0,14313700.0,5.9e-05,0.001546,0.002793,554.121479,349729770.9
2010-11-11T00:00:00,0.000690953,9.77e-05,0.000340658,0.006056896,0.000856608,0.002986207,2405160.0,7698570.0,14313700.0,6.3e-05,0.001655,0.002989,554.121479,379321882.2
2010-11-12T00:00:00,0.000701877,9.93e-05,0.000346044,0.006152653,0.000870151,0.003033418,2405160.0,7698570.0,14313700.0,6.4e-05,0.001681,0.003036,554.121479,399026915.0
2010-11-13T00:00:00,0.000743058,0.000105088,0.000366347,0.006513644,0.000921205,0.003211395,2405160.0,7698570.0,14313700.0,6.7e-05,0.00178,0.003215,554.121479,394100656.8
2010-11-14T00:00:00,0.000793825,0.000112268,0.000391376,0.006958669,0.000984143,0.003430804,2405160.0,7698570.0,14313700.0,7.2e-05,0.001901,0.003434,554.121479,357153720.2
2010-11-15T00:00:00,0.000800783,0.000113252,0.000394807,0.007019664,0.00099277,0.003460877,2405160.0,7698570.0,14313700.0,7.3e-05,0.001918,0.003464,554.121479,376858753.1
2010-11-16T00:00:00,0.000811743,0.000114802,0.00040021,0.007115738,0.001006357,0.003508243,2405160.0,7698570.0,14313700.0,7.4e-05,0.001944,0.003512,554.121479,371932494.9
2010-11-17T00:00:00,0.000836089,0.000118246,0.000412214,0.00732916,0.001036541,0.003613466,2405160.0,7698570.0,14313700.0,7.6e-05,0.002002,0.003617,554.121479,347301203.8
2010-11-18T00:00:00,0.000870477,0.000123109,0.000429168,0.007630603,0.001079173,0.003762085,2405160.0,7698570.0,14313700.0,7.9e-05,0.002085,0.003766,554.121479,379321882.2
2010-11-19T00:00:00,0.000902605,0.000127653,0.000445008,0.007912235,0.001119003,0.003900937,2405160.0,7698570.0,14313700.0,8.2e-05,0.002162,0.003905,554.121479,354690591.1
2010-11-20T00:00:00,0.000876374,0.000123943,0.000432075,0.007682293,0.001086483,0.00378757,2405160.0,7698570.0,14313700.0,8e-05,0.002099,0.003791,554.121479,371932494.9
2010-11-21T00:00:00,0.000851986,0.000120494,0.000420051,0.007468505,0.001056248,0.003682167,2405160.0,7698570.0,14313700.0,7.7e-05,0.00204,0.003686,554.121479,322669912.8
2010-11-22T00:00:00,0.000877849,0.000124151,0.000432802,0.007695223,0.001088312,0.003793945,2405160.0,7698570.0,14313700.0,8e-05,0.002102,0.003798,554.121479,369469365.8
2010-11-23T00:00:00,0.000886107,0.000125319,0.000436874,0.007767616,0.00109855,0.003829636,2405160.0,7698570.0,14313700.0,8e-05,0.002122,0.003833,554.121479,344768089.1
2010-11-24T00:00:00,0.000897691,0.000126958,0.000442585,0.007869156,0.001112911,0.003879698,2405160.0,7698570.0,14313700.0,8.1e-05,0.00215,0.003884,554.121479,381818888.7
2010-11-25T00:00:00,0.00089373,0.000126398,0.000440632,0.007834437,0.001108,0.003862581,2405160.0,7698570.0,14313700.0,8.1e-05,0.00214,0.003866,554.121479,365114312.3
2010-11-26T00:00:00,0.000930585,0.00013161,0.000458802,0.008157505,0.001153691,0.004021862,2405160.0,7698570.0,14313700.0,8.4e-05,0.002229,0.004026,554.121479,350796104.0
2010-11-27T00:00:00,0.000984192,0.000139191,0.000485232,0.008627426,0.001220151,0.004253545,2405160.0,7698570.0,14313700.0,8.9e-05,0.002357,0.004258,554.121479,415228041.5
2010-11-28T00:00:00,0.001010995,0.000142982,0.000498447,0.008862384,0.00125338,0.004369385,2405160.0,7698570.0,14313700.0,9.2e-05,0.002421,0.004374,554.121479,346023367.9
2010-11-29T00:00:00,0.001049525,0.000148431,0.000517443,0.00920014,0.001301148,0.004535908,2405160.0,7698570.0,14313700.0,9.5e-05,0.002513,0.00454,554.121479,336477895.7
2010-11-30T00:00:00,0.001109584,0.000156925,0.000547053,0.009726609,0.001375605,0.004795471,2405160.0,7698570.0,14313700.0,0.000101,0.002657,0.0048,554.121479,360341576.2
2010-12-01T00:00:00,0.001146574,0.000162157,0.000565291,0.010050872,0.001421464,0.004955341,2405160.0,7698570.0,14313700.0,0.000104,0.002746,0.00496,554.121479,405682569.3
2010-12-02T00:00:00,0.001180215,0.000166914,0.000581877,0.010345765,0.00146317,0.005100731,2405160.0,7698570.0,14313700.0,0.000107,0.002826,0.005106,554.121479,360341576.2
2010-12-03T00:00:00,0.001203952,0.000170271,0.00059358,0.010553844,0.001492598,0.005203319,2405160.0,7698570.0,14313700.0,0.000109,0.002883,0.005209,554.121479,326932423.5
2010-12-04T00:00:00,0.00127883,0.000180861,0.000630496,0.011210225,0.001585428,0.005526932,2405160.0,7698570.0,14313700.0,0.000116,0.003063,0.005532,554.121479,331705159.6
2010-12-05T00:00:00,0.001370263,0.000193792,0.000675575,0.012011723,0.001698781,0.005922091,2405160.0,7698570.0,14313700.0,0.000124,0.003282,0.005928,554.121479,355568840.1
2010-12-06T00:00:00,0.001432674,0.000202619,0.000706346,0.012558823,0.001776156,0.006191826,2405160.0,7698570.0,14313700.0,0.00013,0.003431,0.006198,554.121479,283977798.5
2010-12-07T00:00:00,0.001490852,0.000210847,0.000735029,0.01306881,0.001848282,0.006443263,2405160.0,7698570.0,14313700.0,0.000135,0.00357,0.00645,554.121479,351888475.1
2010-12-08T00:00:00,0.00154012,0.000217815,0.000759319,0.013500695,0.001909362,0.006656193,2405160.0,7698570.0,14313700.0,0.00014,0.003688,0.006663,554.121479,341432463.6
