Date,"power GUESS, GW",annualised_consumption_MAX,"annualised consumption GUESS, TWh","Estimated efficiency, J/Th","Hydro-only, MtCO2e","Coal-only, MtCO2e","Emission intensity, gCO2e/kWh",Hashrate,BTC_Price,BTC_Volume,SP500_Price,SP500_Volume,Gold_Price,Gold_Volume,Silver_Price,Silver_Volume,ETH_Price,ETH_Volume
1/22/2014,0.443927147,12.36226152,3.891465366,25755.2,0.081721,3.895357,554.532145,21375.12675,841.0009306,19177284.76,1844.86,3374170000,1239,58,19.809,103,,
1/23/2014,0.441046721,12.28204886,3.866215554,25755.2,0.081191,3.870082,554.532145,16903.79922,835.0920286,16577221.03,1828.46,3972250000,1262.6,40,19.986,28,,
1/24/2014,0.460550404,12.8251777,4.037184843,25755.2,0.084781,4.041222,554.532145,16903.79922,811.0083528,38218660.86,1790.29,4618450000,1264.5,38,19.743,2,,
1/25/2014,0.470731659,13.10870019,4.126433721,25755.2,0.086655,4.13056,554.532145,17558.13983,821.1604399,25437853.32,,,,,,,,
1/26/2014,0.476974942,13.28256003,4.181162342,25755.2,0.087804,4.185344,554.532145,18103.42368,837.7236119,35280974.77,,,,,,,,
1/27/2014,0.483567503,13.46614637,4.238952729,25755.2,0.089018,4.243192,554.532145,18103.42368,828.7813558,55345138.65,1781.56,4045200000,1263.6,92,19.771,13,,
1/28/2014,0.491773296,13.6946572,4.310884714,25755.2,0.090529,4.315196,554.532145,17449.08306,804.7620114,48593326.53,1792.5,3437830000,1251,20,19.483,2,,
1/29/2014,0.489735507,13.63790987,4.293021456,25755.2,0.090153,4.297314,554.532145,20066.44552,815.1856903,18729347.4,1774.2,3964020000,1262.2,137028,19.533,9,,
1/30/2014,0.503691629,14.02655299,4.415360821,25755.2,0.092723,4.419776,554.532145,20066.44552,812.3451158,31126437.65,1794.19,3547510000,1242.2,45276,19.111,92,,
1/31/2014,0.510675963,14.22104924,4.476585494,25755.2,0.094008,4.481062,554.532145,19412.10491,822.0977581,16377866.08,1782.59,4059690000,1240.1,5820,19.105,154,,
2/1/2014,0.521268823,14.51603391,4.569442502,25755.2,0.095958,4.574012,554.532145,21157.01322,833.4902828,19437226.82,,,,,,,,
2/2/2014,0.536276015,14.9339467,4.700995547,25755.2,0.098721,4.705697,554.532145,21157.01322,841.9450402,11143561.25,,,,,,,,
2/3/2014,0.539365683,15.01998624,4.72807958,25755.2,0.09929,4.732808,554.532145,22283.13349,831.6162368,13600313.77,1741.89,4726040000,1260.4,2914,19.389,435,,
2/4/2014,0.547310834,15.24123883,4.79772677,25755.2,0.100752,4.802524,554.532145,21761.8906,828.4415507,16285564.62,1755.2,4068410000,1251.7,1745,19.402,-,,
2/5/2014,0.564093148,15.70858434,4.944840539,25755.2,0.103842,4.949785,554.532145,21761.8906,825.1596329,22360056.42,1751.64,3984290000,1257.3,1616,19.785,4,,
2/6/2014,0.582397228,16.2183072,5.105294099,25755.2,0.107211,5.110399,554.532145,22804.37638,793.9995339,55025271.77,1773.43,3825410000,1257.6,274,19.908,-,,
2/7/2014,0.582930655,16.23316182,5.109970122,25755.2,0.107309,5.11508,554.532145,19676.91905,731.5039993,135420214.5,1797.02,3775990000,1263.3,436,19.92,-,,
2/8/2014,0.595496952,16.58310179,5.220126284,25755.2,0.109623,5.225346,554.532145,19676.91905,709.119349,40582610.85,,,,,,,,
2/9/2014,0.586181404,16.32368705,5.138466186,25755.2,0.107908,5.143605,554.532145,21761.8906,696.1464314,38654837.78,,,,,,,,
2/10/2014,0.588566042,16.39009325,5.159369922,25755.2,0.108347,5.164529,554.532145,21761.8906,673.4839507,122921455.6,1799.84,3312160000,1274.8,742,20.099,-,,
2/11/2014,0.599142308,16.68461583,5.252081469,25755.2,0.110294,5.257334,554.532145,21761.8906,681.7918045,81390098.95,1819.75,3699380000,1290.1,562,20.143,2,,
2/12/2014,0.609147507,16.96323562,5.339787047,25755.2,0.112136,5.345127,554.532145,24889.34793,651.2599592,36620613.32,1819.26,3326380000,1295.3,140,20.331,2,,
2/13/2014,0.607037677,16.90448213,5.321292278,25755.2,0.111747,5.326614,554.532145,23455.92999,625.9325233,53936317.98,1829.83,3289510000,1300.4,877,20.385,-,,
2/14/2014,0.626023718,17.43319591,5.487723909,25755.2,0.115242,5.493212,554.532145,23455.92999,598.9003918,130526460.1,1838.63,3114750000,1319,308,21.411,14,,
2/15/2014,0.628660499,17.50662368,5.510837935,25755.2,0.115728,5.516349,554.532145,25824.93977,614.5573383,44507279.94,,,,,,,,
2/16/2014,0.659029017,18.35231101,5.777048364,25755.2,0.121318,5.782825,554.532145,25980.5117,592.0315386,65458506.6,,,,,,,,
2/17/2014,0.674348252,18.77891341,5.911336776,25755.2,0.124138,5.917248,554.532145,25980.5117,590.7609487,47585452.2,,,,,,,,
2/18/2014,0.690485435,19.22829363,6.052795325,25755.2,0.127109,6.058848,554.532145,26602.7994,582.2677862,33466987.66,1840.76,3421110000,1324.7,373,21.891,12,,
2/19/2014,0.722535989,20.12082145,6.33375048,25755.2,0.133009,6.340084,554.532145,26136.08362,575.6316974,21929938.01,1828.75,3661570000,1320.6,193,21.844,129,,
2/20/2014,0.740104684,20.61006569,6.487757657,25755.2,0.136243,6.494245,554.532145,26136.08362,544.4154315,64473635.8,1839.78,3404980000,1317.1,116,21.678,-,,
2/21/2014,0.735076384,20.47004011,6.443679582,25755.2,0.135317,6.450123,554.532145,28314.09059,510.3509296,54955398.16,1836.25,3403880000,1323.9,171,21.777,-,,
2/22/2014,0.749787317,20.87970284,6.572635625,25755.2,0.138025,6.579208,554.532145,28314.09059,519.9627596,41267903.57,,,,,,,,
2/23/2014,0.752416814,20.95292774,6.59568579,25755.2,0.138509,6.602281,554.532145,28314.09059,572.8589645,42262293.87,,,,,,,,
2/24/2014,0.775083826,21.58414737,6.794384815,25755.2,0.142682,6.801179,554.532145,28158.51867,525.7210763,78206351.63,1847.61,4014530000,1338.3,93,22.047,-,,
2/25/2014,0.773824727,21.54908462,6.783347557,25755.2,0.14245,6.790131,554.532145,28314.09059,502.0122623,140455448.3,1845.12,3515560000,1343,290,21.96,-,,
2/26/2014,0.76375032,21.26853755,6.695035303,25755.2,0.140596,6.70173,554.532145,28314.09059,572.1406103,68649356.42,1845.16,3716730000,1328.2,485,21.254,73725,,
2/27/2014,0.770676374,21.46141084,6.755749091,25755.2,0.141871,6.762505,554.532145,28072.73751,580.3529039,24328104.31,1854.29,3547460000,1331.6,369,21.314,15921,,
2/28/2014,0.800946139,22.30434815,7.021093852,25755.2,0.147443,7.028115,554.532145,28262.41817,568.2554103,28352681.33,1859.45,3917450000,1321.4,239,21.204,1525,,
3/1/2014,0.79815799,22.22670518,6.996652943,25755.2,0.14693,7.00365,554.532145,28262.41817,560.276111,18055022.84,,,,,,,,
3/2/2014,0.799854596,22.27395142,7.011525391,25755.2,0.147242,7.018537,554.532145,26365.61158,561.9553593,8269386.107,,,,,,,,
3/3/2014,0.79321104,22.08894499,6.953287979,25755.2,0.146019,6.960241,554.532145,30538.58608,605.4980901,95071514.62,1845.73,3428220000,1350.1,232,21.448,402,,
3/4/2014,0.755753156,21.09225184,6.624932164,14391,0.139124,6.631557,554.532145,30538.58608,671.6482836,53794459.86,1873.91,3765770000,1337.8,80,21.188,933,,
3/5/2014,0.706816566,19.77808608,6.195954017,14391,0.130115,6.20215,554.532145,31676.67003,661.3675735,20969585.42,1873.81,3392990000,1340.2,32,21.239,146,,
3/6/2014,0.662653636,18.60215058,5.808821772,14391,0.121985,5.814631,554.532145,33194.1153,663.7150434,16650938.41,1877.03,3360450000,1351.7,59,21.542,245,,
3/7/2014,0.607885203,17.12869768,5.328721691,14391,0.111903,5.33405,554.532145,33194.1153,642.4057766,33083540.36,1878.04,3564740000,1338.1,97,20.897,216,,
3/8/2014,0.569402869,16.10939501,4.99138555,14391,0.104819,4.996377,554.532145,31297.30871,621.1604488,18400966.86,,,,,,,,
3/9/2014,0.538709464,15.31042105,4.722327161,14391,0.099169,4.727049,554.532145,31866.35069,627.047157,15748532.71,,,1341.4,97,20.879,110,,
3/10/2014,0.489006229,13.97272549,4.286628603,14391,0.090019,4.290915,554.532145,31866.35069,630.3492701,21325013.55,1877.17,3021350000,1346.5,53,20.784,76,,
3/11/2014,0.497156484,14.20560856,4.358073735,14391,0.09152,4.362432,554.532145,35706.23191,627.3586382,12113471.08,1867.63,3392400000,1370.3,58,21.328,102,,
3/12/2014,0.508309261,14.52428487,4.455838983,14391,0.093573,4.460295,554.532145,29367.84755,636.7339724,19762356.09,1868.2,3270860000,1372.2,23,21.169,68,,
3/13/2014,0.511161624,14.60578748,4.480842797,14391,0.094098,4.485324,554.532145,29367.84755,639.4183363,12390954.95,1846.34,3670990000,1379,91,21.384,79,,
3/14/2014,0.503502556,14.38693943,4.413703404,14391,0.092688,4.418117,554.532145,33382.15765,634.2549724,13691818.12,1841.13,3285460000,,,,,,
3/15/2014,0.510274911,14.58045078,4.473069868,14391,0.093934,4.477543,554.532145,37607.74722,632.9943466,5959536.214,,,,,,,,
3/16/2014,0.515195819,14.72105943,4.516206551,14391,0.09484,4.520723,554.532145,37607.74722,632.9789889,6879048.095,,,1372.9,29,21.249,99,,
3/17/2014,0.52820728,15.09284522,4.630265016,14391,0.097236,4.634895,554.532145,32748.31921,627.0491059,12738338.41,1858.83,2860490000,1359,35,20.836,9,,
3/18/2014,0.525901509,15.02696077,4.610052626,14391,0.096811,4.614663,554.532145,35283.67296,615.2730621,20732462.47,1872.25,2930190000,1341.4,57,20.8,79,,
3/19/2014,0.524279599,14.98061678,4.595834965,14391,0.096513,4.600431,554.532145,35283.67296,615.1818623,11729249.97,1860.77,3289210000,1330.5,72,20.404,64,,
3/20/2014,0.531788507,15.1951742,4.661658055,14391,0.097895,4.66632,554.532145,37185.18827,598.3728657,18640454.23,1872.01,3327540000,1336,3,20.286,50,,
3/21/2014,0.557111737,15.918753,4.883641489,14391,0.102556,4.888525,554.532145,43312.29315,583.4211576,32185154,1866.52,5270710000,,,,,,
3/22/2014,0.55950073,15.98701539,4.904583397,14391,0.102996,4.909488,554.532145,43312.29315,566.0020302,15817496.11,,,,,,,,
3/23/2014,0.580045975,16.5740694,5.084683014,14391,0.106778,5.089768,554.532145,37582.75087,566.3241457,9732472.308,,,1311.2,103,20.043,165,,
3/24/2014,0.593797155,16.96699173,5.205225859,14391,0.10931,5.210431,554.532145,39324.9976,564.2352944,18698263.62,1857.44,3409000000,1311.4,46,19.955,37,,
3/25/2014,0.61240728,17.49875216,5.368362213,14391,0.112736,5.373731,554.532145,39324.9976,579.120819,12581987.6,1865.62,3200560000,1303.4,4,19.759,113,,
3/26/2014,0.625454019,17.871546,5.482729931,14391,0.115137,5.488213,554.532145,45547.30735,579.6803694,14710484.05,1852.56,3480850000,1294.7,185016,19.69,83,,
3/27/2014,0.638258105,18.23740633,5.59497055,14391,0.117494,5.600566,554.532145,42560.59867,544.7806011,59754018.73,1849.04,3733430000,1293.8,65486,19.772,111,,
3/28/2014,0.647324924,18.49647905,5.674450285,14391,0.119163,5.680125,554.532145,42560.59867,508.655044,45829331.28,1857.62,2955520000,,,,,,
3/29/2014,0.664599438,18.99007613,5.825878678,14391,0.122343,5.831705,554.532145,41813.9215,499.8080228,9946796.161,,,,,,,,
3/30/2014,0.641150722,18.32005914,5.620327228,14391,0.118027,5.625948,554.532145,44551.73779,471.5443784,38026093.19,,,1283.4,4121,19.734,6,,
3/31/2014,0.651788342,18.62401548,5.713576605,14391,0.119985,5.71929,554.532145,44551.73779,457.4977005,31918742.57,1872.34,3274300000,1279.6,884,19.669,210,,
4/1/2014,0.662162098,18.84917671,5.804512952,14763.9,0.121895,5.810317,554.532145,51769.6171,475.5696869,31170944.89,1885.52,3336190000,1290.5,1099,20.031,-,,
4/2/2014,0.686423547,19.46032675,6.017188812,14763.9,0.126361,6.023206,554.532145,50027.37037,463.5785517,44415988.26,1890.9,3131660000,1284.4,775,19.786,-,,
4/3/2014,0.706846957,19.95889295,6.196220426,14763.9,0.130121,6.202417,554.532145,50027.37037,434.0382049,33191983.1,1888.77,3055600000,1303.2,976,19.927,15,,
4/4/2014,0.721510604,20.29663155,6.324761957,14763.9,0.13282,6.331087,554.532145,43198.27922,443.687361,17903778.25,1865.09,3583750000,,,,,,
4/5/2014,0.664236625,18.19056502,5.822698251,5518.52,0.122277,5.828521,554.532145,44415.13216,451.0674991,9653999.862,,,,,,,,
4/6/2014,0.625272412,16.62351201,5.481137965,5518.52,0.115104,5.486619,554.532145,44415.13216,457.5187272,8712500.382,,,1298,361,19.891,5,,
4/7/2014,0.563793913,14.41314214,4.942217441,5518.52,0.103787,4.94716,554.532145,44110.91892,455.7659285,13490317.6,1845.04,3801540000,1308.7,264,20.042,7,,
4/8/2014,0.500402521,12.27044798,4.386528496,5518.52,0.092117,4.390915,554.532145,53237.31594,455.2758812,9400471.005,1851.96,3721450000,1305.5,191,19.755,34,,
4/9/2014,0.429120573,9.832000809,3.761670946,5518.52,0.078995,3.765433,554.532145,53237.31594,450.6610767,11129995.32,1872.18,3308650000,1320.1,127,20.078,38,,
4/10/2014,0.352213847,7.253776667,3.087506585,5518.52,0.064838,3.090594,554.532145,48674.11743,410.1063229,54441937.16,1833.08,3758780000,1318.7,76,19.933,3,,
4/11/2014,0.28419731,4.88376391,2.49127362,5518.52,0.052317,2.493765,554.532145,60538.43356,403.9232209,51255285.55,1815.69,3743460000,,,,,,
4/12/2014,0.285445031,4.905205267,2.502211145,5518.52,0.052546,2.504713,554.532145,60538.43356,427.8689097,18283367.9,,,,,,,,
4/13/2014,0.294942299,5.068410239,2.585464195,5518.52,0.054295,2.58805,554.532145,59321.58062,417.5883054,20108171.28,,,1327.2,328,19.999,5,,
4/14/2014,0.30602246,5.258816289,2.682592881,5518.52,0.056334,2.685275,554.532145,45327.77186,447.2191928,44274643.13,1830.61,3111540000,1300,238,19.478,11,,
4/15/2014,0.318685426,5.476421925,2.793596441,5518.52,0.058666,2.79639,554.532145,45327.77186,490.806092,46419977.2,1842.98,3736440000,1303.1,177,19.623,2,,
4/16/2014,0.318157824,5.467355396,2.788971483,5518.52,0.058568,2.79176,554.532145,54119.54337,516.7200043,49560269.28,1862.31,3155080000,1293.4,124,19.586,5,,
4/17/2014,0.323554817,5.56009955,2.836281522,5518.52,0.059562,2.839118,554.532145,56547.98442,504.2773423,32015158.51,1864.85,3341430000,,,,,,
4/18/2014,0.327106157,5.621127244,2.867412569,5518.52,0.060216,2.87028,554.532145,56547.98442,486.6103613,19101872.51,,,,,,,,
4/19/2014,0.332467161,5.713252954,2.914407132,5518.52,0.061203,2.917322,554.532145,61404.86652,491.169489,18942907.97,,,,,,,,
4/20/2014,0.336685114,5.785736009,2.951381713,5518.52,0.061979,2.954333,554.532145,53425.70307,500.6161638,12239703.5,,,1288,100,19.341,1,,
4/21/2014,0.337214191,5.794827871,2.956019594,5518.52,0.062076,2.958976,554.532145,53425.70307,498.4855293,15310405.13,1871.89,2642500000,1280.6,100,19.351,1,,
4/22/2014,0.335530877,5.765901114,2.941263666,5518.52,0.061767,2.944205,554.532145,50997.26202,493.2711183,11987396.59,1879.55,3215440000,1284.2,176,19.43,152,,
4/23/2014,0.343224551,5.898112386,3.008706414,5518.52,0.063183,3.011715,554.532145,56894.90457,487.4571908,9221419.934,1875.39,3085720000,1290.5,522,19.682,23,,
4/24/2014,0.342364553,5.883333825,3.001167671,5518.52,0.063025,3.004169,554.532145,56894.90457,487.774554,11339637.31,1878.61,3191830000,1300.7,274,19.685,29,,
4/25/2014,0.348983251,5.997072268,3.05918718,5518.52,0.064243,3.062246,554.532145,57935.66502,464.4134966,40840911.49,1863.4,3213020000,,,,,,
4/26/2014,0.350186659,6.017752121,3.06973625,5518.52,0.064464,3.072806,554.532145,57588.74487,457.3524824,13170967.09,,,,,,,,
4/27/2014,0.349885829,6.01258253,3.067099173,5518.52,0.064409,3.070166,554.532145,57588.74487,451.9538432,13220305.13,,,1298.9,388,19.585,42029,,
4/28/2014,0.344169794,5.914355839,3.016992417,5518.52,0.063357,3.020009,554.532145,58067.92463,436.2912662,20423486.51,1869.43,4034680000,1296,904,19.488,16950,,
4/29/2014,0.349856951,6.012086285,3.066846032,5518.52,0.064404,3.069913,554.532145,66817.88587,442.5913286,14061351.01,1878.33,3647820000,1295.6,181,19.119,3110,,
4/30/2014,0.347469214,5.97105443,3.045915131,5518.52,0.063964,3.048961,554.532145,66817.88587,444.2444493,13345707.67,1883.95,3779230000,1283.1,25,18.989,849,,
5/1/2014,0.362744694,6.233554585,3.179819988,5518.52,0.066776,3.183,554.532145,57272.47361,453.7590683,12194884.5,1883.68,3416740000,1302.6,90,19.492,350,,
5/2/2014,0.363520227,6.246881667,3.186618312,5518.52,0.066919,3.189805,554.532145,60454.2777,449.0503399,9595901.734,1881.14,3159560000,,,,,,
5/3/2014,0.363458656,6.245823607,3.186078582,5518.52,0.066908,3.189265,554.532145,60454.27769,439.6496125,9753381.544,,,,,,,,
5/4/2014,0.362289416,6.225730903,3.175829023,5518.52,0.066692,3.179005,554.532145,73976.94507,434.3862009,6780503.018,,,1309,31,19.52,178,,
5/5/2014,0.35967378,6.180782737,3.152900359,5518.52,0.066211,3.156053,554.532145,64829.25832,431.5948172,9105435.311,1884.66,2733730000,1308.3,14,19.598,127,,
5/6/2014,0.374567868,6.436728882,3.283461928,5518.52,0.068953,3.286745,554.532145,64829.25832,427.486502,11212006.11,1867.72,3327260000,1288.6,21,19.298,166,,
5/7/2014,0.382155831,6.56712357,3.349978012,5518.52,0.07035,3.353328,554.532145,66022.43485,436.3451203,17438179.47,1878.21,3632950000,1287.4,65,19.094,195,,
5/8/2014,0.379051703,6.513780966,3.322767232,5518.52,0.069778,3.32609,554.532145,70397.41547,442.403674,8049312.256,1875.63,3393420000,1287.3,3,19.077,62,,
5/9/2014,0.382155831,6.56712357,3.349978012,5518.52,0.07035,3.353328,554.532145,70397.41547,445.97914,8760644.933,1878.48,3025020000,,,,,,
5/10/2014,0.394917397,6.786423592,3.461845901,5518.52,0.072699,3.465308,554.532145,69096.59676,450.9661118,5509454.956,,,,,,,,
5/11/2014,0.395262281,6.792350217,3.464869152,5518.52,0.072762,3.468334,554.532145,74817.97102,443.947345,11578390.02,,,1295.6,19,19.5,295,,
5/12/2014,0.411433227,7.070238436,3.606623668,5518.52,0.075739,3.61023,554.532145,74817.97102,439.0228001,6089871.621,1896.65,3005740000,1294.6,20,19.504,67,,
5/13/2014,0.406349986,6.982885916,3.562063973,5518.52,0.074803,3.565626,554.532145,73057.54817,438.6318537,6655009.455,1897.45,2915680000,1305.7,25,19.735,198,,
5/14/2014,0.408758622,7.024276916,3.583178079,5518.52,0.075247,3.586761,554.532145,80099.23956,442.7565895,7725404.047,1888.53,2822060000,1293.5,27,19.447,110,,
5/15/2014,0.416422811,7.155981512,3.650362364,5518.52,0.076658,3.654013,554.532145,80099.23956,447.618658,5869712.049,1870.85,3552640000,1293.3,8,19.292,79,,
5/16/2014,0.426868878,7.335491036,3.741932585,5518.52,0.078581,3.745675,554.532145,67776.27963,447.4679343,4918801.964,1877.86,3173650000,,,,,,
5/17/2014,0.431157508,7.409188624,3.779526715,5518.52,0.07937,3.783306,554.532145,77898.711,448.8748813,2959908.36,,,,,,,,
5/18/2014,0.444376954,7.636357034,3.895408375,5518.52,0.081804,3.899304,554.532145,77898.711,447.9298861,2750898.111,,,1293.7,44,19.322,283,,
5/19/2014,0.44921131,7.719432607,3.937786342,5518.52,0.082694,3.941724,554.532145,78338.81671,445.412914,5295784.42,1885.08,2664250000,1294.5,8,19.367,17,,
5/20/2014,0.454936189,7.817811302,3.987970636,5518.52,0.083747,3.991959,554.532145,73497.65388,465.2775358,33519986.22,1872.83,3007700000,1288,2,19.307,4,,
5/21/2014,0.464477598,7.981774799,4.07161062,5518.52,0.085504,4.075682,554.532145,73497.65388,491.4336722,11641921.78,1888.03,2777140000,1294.9,4,19.49,21,,
5/22/2014,0.46485925,7.988333279,4.074956189,5518.52,0.085574,4.079031,554.532145,87319.1201,508.4077996,27044093.94,1892.49,2759800000,1291.6,3,19.388,11,,
5/23/2014,0.458752718,7.883396104,4.021426325,5518.52,0.08445,4.025448,554.532145,78483.25676,527.9803942,29439454.07,1900.53,2396280000,,,,,,
5/24/2014,0.456888941,7.851368188,4.005088455,5518.52,0.084107,4.009094,554.532145,78483.25676,520.5386917,9724045.976,,,,,,,,
5/25/2014,0.463811418,7.97032689,4.065770888,5518.52,0.085381,4.069837,554.532145,67048.61008,557.8631616,39899884.57,,,,,,,,
5/26/2014,0.470908374,8.092283924,4.12798281,5518.52,0.086688,4.132111,554.532145,91996.9301,580.027403,25107265.65,,,1265.4,25,19.039,55,,
5/27/2014,0.464654332,7.984811877,4.073159874,5518.52,0.085536,4.077233,554.532145,91996.9301,571.6834458,31517241.54,1911.91,2911020000,1259.3,168825,19.035,71,,
5/28/2014,0.474037737,8.146060184,4.155414803,5518.52,0.087264,4.15957,554.532145,84720.33676,570.69284,16163176.79,1909.78,2976450000,1256.3,38045,18.983,196,,
5/29/2014,0.471945627,8.110108506,4.137075369,5518.52,0.086879,4.141212,554.532145,79003.01342,565.3327122,15281880.18,1920.03,2709050000,1245.6,3839,18.653,40,,
5/30/2014,0.484244198,8.321452216,4.244884637,5518.52,0.089143,4.24913,554.532145,79003.01342,592.4772674,40438207.1,1923.57,3263490000,,,,,,
5/31/2014,0.486338562,8.357442641,4.263243836,5518.52,0.089528,4.267507,554.532145,93036.44344,617.7314135,18354551.66,,,,,,,,
6/1/2014,0.492648799,8.465880354,4.318559371,5518.52,0.09069,4.322878,554.532145,97714.25344,642.76598,52324829.76,,,1243.7,774,18.709,33,,
6/2/2014,0.508424304,8.736973146,4.456847449,5518.52,0.093594,4.461304,554.532145,97714.25344,635.8288896,38594452.14,1924.97,2509020000,1244.3,654,18.732,18,,
6/3/2014,0.527355014,9.062286285,4.622794054,5518.52,0.097079,4.627417,554.532145,75364.71675,664.0470201,33649470.03,1924.24,2867180000,1244,604,18.766,-,,
6/4/2014,0.532763801,9.155233109,4.670207478,5518.52,0.098074,4.674878,554.532145,86494.36212,643.5339873,42252779.28,1927.88,2793920000,1253,1317,19.055,31,,
6/5/2014,0.538843363,9.259706824,4.723500924,5518.52,0.099194,4.728224,554.532145,86494.36212,652.4519348,21905182.35,1940.46,3113270000,1252.1,381,18.963,1,,
6/6/2014,0.534017592,9.176778782,4.681198216,5518.52,0.098305,4.685879,554.532145,87663.20486,656.1524088,16852478.76,1949.44,2864300000,,,,,,
6/7/2014,0.546315382,9.388109081,4.789000642,5518.52,0.100569,4.79379,554.532145,79481.30574,651.8497514,12681478.48,,,,,,,,
6/8/2014,0.536363357,9.217089369,4.701761188,5518.52,0.098737,4.706463,554.532145,79481.30574,654.7067095,8508546.042,,,1253.5,97,19.045,3,,
6/9/2014,0.528434326,9.080833625,4.632255302,5518.52,0.097277,4.636888,554.532145,85325.51939,649.5292889,15103239.93,1951.27,2812180000,1259.8,1007,19.147,-,,
6/10/2014,0.532841155,9.15656239,4.670885562,5518.52,0.098089,4.675556,554.532145,90585.31168,651.3846107,14786202.18,1950.79,2702360000,1260.8,128,19.154,-,,
6/11/2014,0.525252758,9.02616025,4.604365678,5518.52,0.096692,4.60897,554.532145,90585.31168,642.5235429,21758612.8,1943.89,2710620000,1273.6,129,19.515,-,,
6/12/2014,0.542790665,9.327538886,4.758102971,5518.52,0.09992,4.762861,554.532145,102858.1604,621.7464756,45815735.97,1930.11,3040480000,1273.7,145,19.637,2,,
6/13/2014,0.55495404,9.536559336,4.864727112,5518.52,0.102159,4.869592,554.532145,108702.374,597.1238953,32986372.92,1936.16,2598230000,,,,,,
6/14/2014,0.566610625,9.736870911,4.966908739,5518.52,0.104305,4.971876,554.532145,108702.374,577.3716243,34353127.26,,,,,,,,
6/15/2014,0.593978196,10.20716655,5.206812867,5518.52,0.109343,5.21202,554.532145,104027.0031,567.2703342,20700581.72,,,1274.9,334,19.702,14,,
6/16/2014,0.610195884,10.485858,5.348977122,5518.52,0.112329,5.354326,554.532145,113768.8429,596.1968603,24269783.75,1937.78,2926130000,1271.7,819,19.721,-,,
6/17/2014,0.618811995,10.6339208,5.424505945,5518.52,0.113915,5.42993,554.532145,113768.8429,597.1826977,15588570.55,1941.99,2971260000,1272.4,143,19.767,5,,
6/18/2014,0.634895441,10.91030538,5.565493435,5518.52,0.116875,5.571059,554.532145,123807.2702,608.4109495,15091276.75,1956.98,3065220000,1313.7,601,20.637,4,,
6/19/2014,0.644643589,11.07782157,5.650945697,5518.52,0.11867,5.656597,554.532145,126484.1841,605.8678555,14307874.79,1959.48,2952150000,1316.2,254,20.942,2,,
6/20/2014,0.669978973,11.51319528,5.873035677,5518.52,0.123334,5.878909,554.532145,126484.1841,593.4901934,14602722.7,1962.87,4336240000,,,,,,
6/21/2014,0.687712259,11.81793139,6.028485665,5518.52,0.126598,6.034514,554.532145,105738.101,591.6177654,8305915.061,,,,,,,,
6/22/2014,0.695882111,11.95832549,6.100102581,5518.52,0.128102,6.106203,554.532145,132507.2405,602.1680547,9352202.614,,,1318,142,20.909,-,,
6/23/2014,0.702744231,12.07624699,6.160255926,5518.52,0.129365,6.166416,554.532145,132507.2405,592.6840367,11579919.24,1962.61,2717630000,1320.9,223,21.038,-,,
6/24/2014,0.718597437,12.34867503,6.299225128,5518.52,0.132284,6.305524,554.532145,114438.0713,588.9503522,12533278.41,1949.98,3089700000,1322.2,294,21.111,-,,
6/25/2014,0.737046159,12.6657055,6.460946632,5518.52,0.13568,6.467408,554.532145,125145.7271,572.7683995,16546934.07,1959.53,3106710000,1316.1,1204,21.103,56351,,
6/26/2014,0.739367642,12.70559882,6.481296753,5518.52,0.136107,6.487778,554.532145,125145.7271,571.7157325,12201511.57,1957.22,2778840000,1319,625,21.077,17332,,
6/27/2014,0.745751938,12.81530918,6.537261485,5518.52,0.137282,6.543799,554.532145,145472.7434,585.4266603,16917686.94,1960.96,4290590000,,,,,,
6/28/2014,0.743431322,12.77543076,6.516918966,5518.52,0.136855,6.523436,554.532145,104506.2812,598.0505017,9915396.724,,,,,,,,
6/29/2014,0.744116406,12.78720354,6.522924418,5518.52,0.136981,6.529447,554.532145,104506.2812,595.7715554,7250645.01,,,1321.8,744,21.007,2611,,
6/30/2014,0.737677478,12.67655433,6.46648077,5518.52,0.135796,6.472947,554.532145,116210.9847,622.0357441,35335445.43,1960.23,3037350000,1326.4,51,21.067,168,,
7/1/2014,0.724999076,12.45868344,6.355341897,5518.52,0.133462,6.361697,554.532145,111194.6832,648.168871,28940758.09,1973.32,3188240000,1330.7,226,21.254,231,,
7/2/2014,0.71580073,12.30061527,6.274709201,5518.52,0.131769,6.280984,554.532145,111194.6832,646.3129183,17033082.38,1974.62,2851480000,,,,,,
7/3/2014,0.717338268,12.32703696,6.28818726,5518.52,0.132052,6.294475,554.532145,127079.6379,645.4651547,13338690.99,1985.44,1998090000,1320.4,40,21.089,498,,
7/4/2014,0.72336181,12.43054799,6.340989627,5518.52,0.133161,6.347331,554.532145,124571.4872,637.2371829,15728804.95,,,,,,,,
7/5/2014,0.727940604,12.50923187,6.381127332,5518.52,0.134004,6.387508,554.532145,124571.4872,629.9303444,7218645.802,,,,,,,,
7/6/2014,0.725744864,12.47149937,6.361879478,5518.52,0.133599,6.368241,554.532145,135440.1404,636.0099828,8308824.55,,,1316.5,93,20.966,87,,
7/7/2014,0.738795293,12.69576333,6.47627954,5518.52,0.136002,6.482756,554.532145,132931.9897,628.2055884,13660428.33,1977.65,2681260000,1316,6,20.967,208,,
7/8/2014,0.751120747,12.90756901,6.584324464,5518.52,0.138271,6.590909,554.532145,132931.9897,622.8742909,7790554.452,1963.71,3302430000,1323.8,16,21.022,63,,
