Date,"power GUESS, GW",annualised_consumption_MAX,"annualised consumption GUESS, TWh","Estimated efficiency, J/Th","Hydro-only, MtCO2e","Coal-only, MtCO2e","Emission intensity, gCO2e/kWh",Hashrate,BTC_Price,BTC_Volume,SP500_Price,SP500_Volume,Gold_Price,Gold_Volume,Silver_Price,Silver_Volume,ETH_Price,ETH_Volume
7/18/2010,2.44E-05,0.000233717,0.000214241,14313700,4.00E-06,0.000214,554.121479,0.001606373,0.077975,5.0919941,,,1181.7,4,,,,
7/19/2010,2.46E-05,0.000235075,0.000215486,14313700,5.00E-06,0.000216,554.121479,0.001822962,0.0867925,49.731775,1071.25,4089500000,1191.5,8,,,,
7/20/2010,2.50E-05,0.000238699,0.000218808,14313700,5.00E-06,0.000219,554.121479,0.001822962,0.077999375,20.59548,1083.48,4713280000,1191.6,24,,,,
7/21/2010,2.61E-05,0.000249343,0.000228565,14313700,5.00E-06,0.000229,554.121479,0.001750766,0.070463167,42.55494167,1069.59,4747180000,1195.5,79,,,,
7/22/2010,2.59E-05,0.000247305,0.000226696,14313700,5.00E-06,0.000227,554.121479,0.001669545,0.064120381,131.5213214,1093.67,4826900000,1187.7,32,,,,
7/23/2010,2.61E-05,0.000250023,0.000229188,14313700,5.00E-06,0.000229,554.121479,0.001669545,0.0617804,148.019114,1102.66,4524570000,,,,,,
7/24/2010,2.62E-05,0.000250993,0.000230077,14313700,5.00E-06,0.00023,554.121479,0.002346387,0.055814583,26.7403002,,,,,,,,
7/25/2010,2.74E-05,0.000262446,0.000240576,14313700,5.00E-06,0.000241,554.121479,0.002124483,0.054911637,84.87729639,,,1183,37,,,,
7/26/2010,2.88E-05,0.00027584,0.000252854,14313700,5.00E-06,0.000253,554.121479,0.002124483,0.052658929,47.34840457,1115.01,4009650000,1158,29,,,,
7/27/2010,2.96E-05,0.000283516,0.00025989,14313700,5.00E-06,0.00026,554.121479,0.002124483,0.05839441,195.798432,1113.84,4725690000,1160.4,206828,,,,
7/28/2010,2.98E-05,0.000284852,0.000261115,14313700,5.00E-06,0.000261,554.121479,0.002209463,0.0577125,254.0387843,1106.13,4002390000,1168.4,54384,,,,
7/29/2010,3.11E-05,0.000297691,0.000272884,14313700,6.00E-06,0.000273,554.121479,0.002209463,0.061484076,521.2870677,1101.53,4612420000,1181.7,5466,,,,
7/30/2010,3.22E-05,0.000307557,0.000281928,14313700,6.00E-06,0.000282,554.121479,0.002682919,0.065255966,194.6616308,1101.6,4006450000,,,,,,
7/31/2010,3.39E-05,0.000323878,0.000296889,14313700,6.00E-06,0.000297,554.121479,0.003083536,0.062076736,243.4959703,,,,,,,,
8/1/2010,3.57E-05,0.000341447,0.000312993,14313700,7.00E-06,0.000313,554.121479,0.003083536,0.06065,161.4034233,,,1183.4,2504,,,,
8/2/2010,3.74E-05,0.000357469,0.00032768,14313700,7.00E-06,0.000328,554.121479,0.002767898,0.061504417,220.80665,1125.86,4144180000,1185.2,598,,,,
8/3/2010,3.91E-05,0.000373934,0.000342773,14313700,7.00E-06,0.000343,554.121479,0.002962137,0.061331489,608.8407186,1120.46,4071820000,1193.7,1068,,,,
8/4/2010,4.14E-05,0.000395869,0.00036288,14313700,8.00E-06,0.000363,554.121479,0.002962137,0.060740741,209.8050552,1127.24,4057850000,1197.2,214,,,,
8/5/2010,4.29E-05,0.000409831,0.000375679,14313700,8.00E-06,0.000376,554.121479,0.002485856,0.060067857,303.5957497,1125.81,3685560000,1203.4,347,,,,
8/6/2010,4.37E-05,0.000417659,0.000382855,14313700,8.00E-06,0.000383,554.121479,0.003361158,0.061995833,86.24175,1121.64,3857890000,,,,,,
8/7/2010,4.42E-05,0.000423016,0.000387765,14313700,8.00E-06,0.000388,554.121479,0.003361158,0.060557063,157.3504476,,,,,,,,
8/8/2010,4.55E-05,0.00043554,0.000399246,14313700,8.00E-06,0.0004,554.121479,0.003623748,0.060122222,133.1180667,,,1200.7,658,,,,
8/9/2010,4.64E-05,0.000443892,0.000406902,14313700,9.00E-06,0.000407,554.121479,0.003798808,0.064961944,886.8018368,1127.79,3979360000,1196.2,713,,,,
8/10/2010,4.77E-05,0.000456538,0.000418494,14313700,9.00E-06,0.000419,554.121479,0.003798808,0.069299271,89.25175304,1121.06,3979360000,1197.5,351,,,,
8/11/2010,5.03E-05,0.00048082,0.000440753,14313700,9.00E-06,0.000441,554.121479,0.003798808,0.069064279,1017.570949,1089.47,4511860000,1214.8,289,,,,
8/12/2010,5.24E-05,0.000501566,0.00045977,14313700,1.00E-05,0.00046,554.121479,0.004569073,0.067323778,134.4550478,1083.61,4521050000,1214.9,138,,,,
8/13/2010,5.51E-05,0.000527172,0.000483242,14313700,1.00E-05,0.000484,554.121479,0.004569073,0.065554444,234.2397182,1079.25,3328890000,,,,,,
8/14/2010,6.01E-05,0.000574617,0.000526734,14313700,1.10E-05,0.000527,554.121479,0.002951086,0.066519524,293.5423809,,,,,,,,
8/15/2010,6.14E-05,0.000586846,0.000537943,14313700,1.10E-05,0.000538,554.121479,0.003332692,0.06570103,294.5835198,,,1224.5,252,,,,
8/16/2010,6.23E-05,0.000595742,0.000546098,14313700,1.10E-05,0.000547,554.121479,0.003332692,0.065212527,700.0429435,1079.38,3142450000,1226.6,84,,,,
8/17/2010,6.22E-05,0.000594412,0.000544878,14313700,1.10E-05,0.000545,554.121479,0.003561656,0.066713782,918.8186134,1092.54,3968210000,1229.7,169,,,,
8/18/2010,6.06E-05,0.000579455,0.000531168,14313700,1.10E-05,0.000532,554.121479,0.004248547,0.069343958,203.4366788,1094.16,3724260000,1233.8,46,,,,
8/19/2010,5.98E-05,0.000571618,0.000523984,14313700,1.10E-05,0.000525,554.121479,0.004248547,0.0673875,50.01503625,1075.63,4290540000,1227.2,236,,,,
8/20/2010,6.24E-05,0.000596273,0.000546584,14313700,1.10E-05,0.000547,554.121479,0.00506264,0.065921429,276.4909894,1071.69,3761570000,,,,,,
8/21/2010,6.12E-05,0.000585131,0.000536371,14313700,1.10E-05,0.000537,554.121479,0.005520567,0.065516417,688.4179615,,,,,,,,
8/22/2010,6.42E-05,0.000613979,0.000562815,14313700,1.20E-05,0.000563,554.121479,0.005520567,0.063504664,1183.739259,,,1226.9,56,,,,
8/23/2010,6.80E-05,0.000650095,0.000595922,14313700,1.30E-05,0.000597,554.121479,0.005774971,0.064946832,282.9825763,1067.36,3210950000,1231.8,300,,,,
8/24/2010,7.29E-05,0.000697156,0.000639061,14313700,1.30E-05,0.00064,554.121479,0.005291603,0.065692727,444.5930419,1051.87,4436330000,1239.5,298,,,,
8/25/2010,7.77E-05,0.000742575,0.000680695,14313700,1.40E-05,0.000681,554.121479,0.005291603,0.065319315,278.5036218,1055.33,4360190000,1235.4,104,,,,
8/26/2010,8.21E-05,0.000785287,0.000719848,14313700,1.50E-05,0.000721,554.121479,0.005546983,0.0646625,251.2714046,1047.22,3646710000,1236,573,,,,
8/27/2010,8.30E-05,0.000793656,0.00072752,14313700,1.50E-05,0.000728,554.121479,0.00489622,0.064384394,583.666707,1064.59,4102460000,,,,,,
8/28/2010,8.49E-05,0.000812303,0.000744612,14313700,1.60E-05,0.000745,554.121479,0.00489622,0.064715997,399.4128645,,,,,,,,
8/29/2010,8.41E-05,0.000804276,0.000737254,14313700,1.50E-05,0.000738,554.121479,0.005423028,0.064394444,204.9500868,,,1237.1,128,,,,
8/30/2010,8.23E-05,0.000787036,0.000721451,14313700,1.50E-05,0.000722,554.121479,0.005454017,0.063032163,2065.635753,1048.92,2917990000,1248.3,124,,,,
8/31/2010,8.28E-05,0.000792031,0.00072603,14313700,1.50E-05,0.000727,554.121479,0.005454017,0.062988418,926.1008197,1049.33,4038770000,1246.3,41,,,,
9/1/2010,8.14E-05,0.000778482,0.00071361,14313700,1.50E-05,0.000714,554.121479,0.004958197,0.060923853,437.1165344,1080.29,4396880000,1251.5,100,,,,
9/2/2010,8.01E-05,0.000765879,0.000702057,14313700,1.50E-05,0.000703,554.121479,0.005546983,0.061082222,502.2160427,1090.1,3704210000,1249.2,3,,,,
9/3/2010,7.96E-05,0.000761213,0.00069778,14313700,1.50E-05,0.000698,554.121479,0.005546983,0.061758333,55.16575,1104.51,3534500000,,,,,,
9/4/2010,8.04E-05,0.000768546,0.000704501,14313700,1.50E-05,0.000705,554.121479,0.005237096,0.061465417,203.0564283,,,,,,,,
9/5/2010,8.06E-05,0.000770545,0.000706334,14313700,1.50E-05,0.000707,554.121479,0.004679299,0.062019214,527.7676568,,,,,,,,
9/6/2010,8.12E-05,0.000776544,0.000711834,14313700,1.50E-05,0.000713,554.121479,0.004679299,0.0618,56.38,,,1257.3,7,,,,
9/7/2010,7.95E-05,0.000760547,0.000697169,14313700,1.50E-05,0.000698,554.121479,0.005351093,0.061355833,212.4282814,1091.84,3107380000,1255.6,27,,,,
9/8/2010,8.15E-05,0.000779277,0.000714339,14313700,1.50E-05,0.000715,554.121479,0.006059847,0.061165833,143.6206654,1098.87,3224640000,1248.9,9,,,,
9/9/2010,8.14E-05,0.000778198,0.00071335,14313700,1.50E-05,0.000714,554.121479,0.006059847,0.061473426,107.2551357,1104.18,3387770000,1244.5,20,,,,
9/10/2010,8.41E-05,0.000803802,0.00073682,14313700,1.50E-05,0.000738,554.121479,0.006485099,0.060815357,301.6885323,1109.55,3061160000,,,,,,
9/11/2010,8.42E-05,0.000805115,0.000738024,14313700,1.50E-05,0.000739,554.121479,0.005811783,0.062715795,492.5143536,,,,,,,,
9/12/2010,8.68E-05,0.000830052,0.000760883,14313700,1.60E-05,0.000762,554.121479,0.005811783,0.061742778,49.01930948,,,1245.1,18,,,,
9/13/2010,8.94E-05,0.000855082,0.000783826,14313700,1.60E-05,0.000785,554.121479,0.006662287,0.061796852,631.2542096,1121.9,4521050000,1269.7,87,,,,
9/14/2010,9.44E-05,0.00090317,0.000827908,14313700,1.70E-05,0.000829,554.121479,0.006733163,0.064303307,888.3455123,1121.1,4521050000,1266.7,34,,,,
9/15/2010,9.50E-05,0.000908612,0.000832895,14313700,1.70E-05,0.000834,554.121479,0.006733163,0.061154524,223.8252015,1125.07,3369840000,1271.9,37,,,,
9/16/2010,0.00010171,0.000972641,0.00089159,14313700,1.90E-05,0.000892,554.121479,0.008398735,0.06185,45.1505,1124.66,3364080000,1275.6,54,,,,
9/17/2010,0.000104181,0.000996271,0.00091325,14313700,1.90E-05,0.000914,554.121479,0.009581379,0.060537244,438.9090322,1125.59,4086140000,,,,,,
9/18/2010,0.000110319,0.001054965,0.000967053,14313700,2.00E-05,0.000968,554.121479,0.009581379,0.06033725,424.5695031,,,,,,,,
9/19/2010,0.0001172,0.001120775,0.001027379,14313700,2.20E-05,0.001028,554.121479,0.008075734,0.061907222,797.2292901,,,1279,27,,,,
9/20/2010,0.000124403,0.001189653,0.001090517,14313700,2.30E-05,0.001092,554.121479,0.007893231,0.0624961,891.3113583,1142.71,3364080000,1272.4,56,,,,
9/21/2010,0.000125874,0.001203715,0.001103407,14313700,2.30E-05,0.001105,554.121479,0.007893231,0.062842,359.851501,1139.78,4175660000,1290.2,17,,,,
9/22/2010,0.000130259,0.001245657,0.001141854,14313700,2.40E-05,0.001143,554.121479,0.011223901,0.062125087,717.3679294,1134.28,3911070000,1294.3,45,,,,
9/23/2010,0.000136817,0.001308369,0.001199341,14313700,2.50E-05,0.001201,554.121479,0.009216374,0.062264362,969.3539684,1124.83,3847850000,1296,37,,,,
9/24/2010,0.000143636,0.001373578,0.001259115,14313700,2.60E-05,0.00126,554.121479,0.009216374,0.0622075,42.6612125,1148.67,4123950000,,,,,,
9/25/2010,0.000145988,0.001396072,0.001279735,14313700,2.70E-05,0.001281,554.121479,0.010858896,0.062017722,133.0800389,,,,,,,,
9/26/2010,0.000146036,0.001396529,0.001280154,14313700,2.70E-05,0.001281,554.121479,0.009855133,0.0620782,748.7624038,,,1296.7,67,,,,
9/27/2010,0.000148705,0.001422046,0.001303545,14313700,2.70E-05,0.001305,554.121479,0.009855133,0.062096119,668.4616117,1142.16,3587860000,1306.6,25190,,,,
9/28/2010,0.000154468,0.001477161,0.001354066,14313700,2.80E-05,0.001355,554.121479,0.009242754,0.061945269,439.0086524,1147.7,4025840000,1308.5,6745,,,,
9/29/2010,0.000160792,0.001537636,0.001409502,14313700,3.00E-05,0.001411,554.121479,0.010226025,0.061840206,1450.610968,1144.73,3990280000,1307.8,579,,,,
9/30/2010,0.000158304,0.001513849,0.001387697,14313700,2.90E-05,0.001389,554.121479,0.010226025,0.0617435,488.1000426,1141.2,4284160000,1316.1,153,,,,
10/1/2010,0.000157612,0.00150723,0.00138163,14313700,2.90E-05,0.001383,554.121479,0.007931725,0.061949625,106.4396709,1146.24,4298910000,,,,,,
10/2/2010,0.000151113,0.001445081,0.00132466,14313700,2.80E-05,0.001326,554.121479,0.010094922,0.061455557,802.9726168,,,,,,,,
10/3/2010,0.000148063,0.001415914,0.001297924,14313700,2.70E-05,0.001299,554.121479,0.010094922,0.061266171,439.8047672,,,1315.4,95,,,,
10/4/2010,0.000147121,0.001406904,0.001289664,14313700,2.70E-05,0.001291,554.121479,0.009963819,0.061167957,2080.993548,1137.03,3604110000,1338.9,197,,,,
10/5/2010,0.000142284,0.001360648,0.001247263,14313700,2.60E-05,0.001249,554.121479,0.0113404,0.061525355,1702.8808,1160.75,4068840000,1346.4,215,,,,
10/6/2010,0.000143316,0.001370519,0.001256312,14313700,2.60E-05,0.001258,554.121479,0.0113404,0.062773151,2091.567493,1159.97,4073160000,1333.9,261,,,,
10/7/2010,0.000145381,0.001390259,0.001274406,14313700,2.70E-05,0.001276,554.121479,0.010029371,0.063916843,2805.611947,1158.06,3910550000,1344.2,80,,,,
10/8/2010,0.000145381,0.001390259,0.001274406,14313700,2.70E-05,0.001276,554.121479,0.011274848,0.076606432,10764.31236,1165.15,3871420000,,,,,,
10/9/2010,0.000153932,0.001472038,0.001349371,14313700,2.80E-05,0.001351,554.121479,0.011274848,0.084892,16422.40492,,,,,,,,
10/10/2010,0.000162189,0.001550999,0.001421751,14313700,3.00E-05,0.001423,554.121479,0.010960344,0.096560181,5076.694188,,,1353.3,79,,,,
10/11/2010,0.000163074,0.001559459,0.001429506,14313700,3.00E-05,0.001431,554.121479,0.011576864,0.095257083,1389.158095,1165.32,2505900000,1345.7,112,,,,
10/12/2010,0.000168153,0.001608028,0.001474029,14313700,3.10E-05,0.001476,554.121479,0.011576864,0.091665813,2350.93286,1169.77,4076170000,1369.5,251,,,,
10/13/2010,0.000170058,0.001626249,0.001490731,14313700,3.10E-05,0.001492,554.121479,0.012672898,0.095754417,4553.173645,1178.1,4969410000,1376.7,106,,,,
10/14/2010,0.000178054,0.00170271,0.00156082,14313700,3.30E-05,0.001562,554.121479,0.016372014,0.099935848,3582.861383,1173.81,4969410000,1371.1,170,,,,
10/15/2010,0.00018262,0.001746375,0.001600847,14313700,3.40E-05,0.001602,554.121479,0.016372014,0.101586773,2559.876016,1176.19,5724910000,,,,,,
10/16/2010,0.000199077,0.001903752,0.001745109,14313700,3.70E-05,0.001747,554.121479,0.017879062,0.10160875,642.3727519,,,,,,,,
10/17/2010,0.000214434,0.002050608,0.001879727,14313700,3.90E-05,0.001882,554.121479,0.016646023,0.102555625,1868.669734,,,1371.2,46,,,,
10/18/2010,0.000229356,0.00219331,0.002010538,14313700,4.20E-05,0.002013,554.121479,0.016646023,0.101677917,2590.228192,1184.71,4450050000,1335.1,301,,,,
10/19/2010,0.000245144,0.00234429,0.002148936,14313700,4.50E-05,0.002151,554.121479,0.02489103,0.100031667,621.18506,1165.9,5600120000,1343.3,148,,,,
10/20/2010,0.000258704,0.002473955,0.002267796,14313700,4.80E-05,0.00227,554.121479,0.016344753,0.097651357,3185.708754,1178.17,5027880000,1324.7,102,,,,
10/21/2010,0.000268362,0.00256632,0.002352465,14313700,4.90E-05,0.002355,554.121479,0.016344753,0.101222975,4635.293938,1180.26,4625470000,1324.4,113,,,,
10/22/2010,0.000278094,0.002659387,0.002437776,14313700,5.10E-05,0.00244,554.121479,0.020190578,0.104814213,3666.897491,1183.08,3177890000,,,,,,
10/23/2010,0.000280392,0.002681357,0.002457915,14313700,5.20E-05,0.00246,554.121479,0.022433975,0.108266,479.8412588,,,,,,,,
10/24/2010,0.000288049,0.002754581,0.002525037,14313700,5.30E-05,0.002528,554.121479,0.022433975,0.122845207,1574.546842,,,1338.3,194,,,,
10/25/2010,0.000298461,0.002854154,0.002616312,14313700,5.50E-05,0.002619,554.121479,0.022647632,0.129758758,4431.444358,1185.62,4221380000,1338,195,,,,
10/26/2010,0.000316926,0.00303073,0.002778174,14313700,5.80E-05,0.002781,554.121479,0.022968118,0.155571296,2936.892226,1185.64,4203680000,1322.2,106,,,,
10/27/2010,0.00032743,0.003131179,0.002870252,14313700,6.00E-05,0.002873,554.121479,0.022968118,0.174800799,11721.77042,1182.45,4335670000,1342.1,192,,,,
10/28/2010,0.000338808,0.003239984,0.002969991,14313700,6.20E-05,0.002973,554.121479,0.025638829,0.184635536,4012.193808,1183.78,4283460000,1357.1,74,,,,
10/29/2010,0.000355388,0.003398535,0.003115329,14313700,6.50E-05,0.003118,554.121479,0.027971776,0.184250018,5368.811742,1183.26,3537880000,,,,,,
10/30/2010,0.000375471,0.00359059,0.00329138,14313700,6.90E-05,0.003295,554.121479,0.027971776,0.190312937,5110.002324,,,,,,,,
10/31/2010,0.000388092,0.003711279,0.003402012,14313700,7.10E-05,0.003405,554.121479,0.025820101,0.194477833,7809.11902,,,1350.2,40,,,,
11/1/2010,0.000372223,0.003829951,0.003262905,7698570,6.90E-05,0.003266,554.121479,0.030891906,0.190865132,4054.915761,1184.38,4129180000,1356.4,17,,,,
11/2/2010,0.000347037,0.003857997,0.003042126,7698570,6.40E-05,0.003045,554.121479,0.030891906,0.192794167,1125.776624,1193.57,3866200000,1337.1,135,,,,
11/3/2010,0.000331182,0.003996667,0.002903144,7698570,6.10E-05,0.002906,554.121479,0.033658345,0.182128746,11914.01586,1197.96,4665480000,1382.7,109,,,,
11/4/2010,0.000315931,0.004157915,0.002769454,7698570,5.80E-05,0.002772,554.121479,0.031045597,0.209004272,6201.563977,1221.06,5695470000,1397.3,109,,,,
11/5/2010,0.000303066,0.004369477,0.002656676,7698570,5.60E-05,0.002659,554.121479,0.031045597,0.23541383,8724.920493,1225.85,5637460000,,,,,,
11/6/2010,0.000281465,0.004495976,0.002467323,7698570,5.20E-05,0.00247,554.121479,0.04011337,0.273455545,9761.733737,,,,,,,,
11/7/2010,0.000264395,0.004700939,0.002317685,7698570,4.90E-05,0.00232,554.121479,0.054120808,0.360887239,28141.18732,,,,,,,,
11/8/2010,0.000282616,0.005024913,0.002477413,7698570,5.20E-05,0.00248,554.121479,0.054120808,0.318959343,38365.51183,1223.25,3937230000,1402.8,112,,,,
11/9/2010,0.000298232,0.005302564,0.002614302,7698570,5.50E-05,0.002617,554.121479,0.052316781,0.259081305,12564.53017,1213.4,4848040000,1409.8,84,,,,
11/10/2010,0.000318285,0.005659109,0.002790087,7698570,5.90E-05,0.002793,554.121479,0.038561076,0.199789636,6066.968661,1218.71,4561300000,1399.1,29,,,,
11/11/2010,0.000340658,0.006056896,0.002986207,7698570,6.30E-05,0.002989,554.121479,0.038561076,0.226281349,1127.339042,1213.54,3931120000,1403.1,26,,,,
11/12/2010,0.000346044,0.006152653,0.003033418,7698570,6.40E-05,0.003036,554.121479,0.053669801,0.246181354,10423.73719,1199.21,4213620000,1365.4,182,,,,
11/13/2010,0.000366347,0.006513644,0.003211395,7698570,6.70E-05,0.003215,554.121479,0.049836244,0.278784245,6311.876914,,,,,,,,
11/14/2010,0.000391376,0.006958669,0.003430804,7698570,7.20E-05,0.003434,554.121479,0.049836244,0.27919395,4803.274754,,,,,,,,
11/15/2010,0.000394807,0.007019664,0.003460877,7698570,7.30E-05,0.003464,554.121479,0.056375842,0.277875019,2338.196046,1197.75,3503370000,1368.4,46,,,,
11/16/2010,0.00040021,0.007115738,0.003508243,7698570,7.40E-05,0.003512,554.121479,0.059307385,0.253286573,8609.979978,1178.34,5116380000,1338.3,67,,,,
11/17/2010,0.000412214,0.00732916,0.003613466,7698570,7.60E-05,0.003617,554.121479,0.059307385,0.250219645,8642.724949,1178.59,3904780000,1336.8,50,,,,
11/18/2010,0.000429168,0.007630603,0.003762085,7698570,7.90E-05,0.003766,554.121479,0.039255869,0.252725188,10078.73095,1196.69,4687260000,1352.9,17,,,,
11/19/2010,0.000445008,0.007912235,0.003900937,7698570,8.20E-05,0.003905,554.121479,0.046082977,0.271807986,584.5496702,1199.73,3675390000,1352.2,7,,,,
11/20/2010,0.000432075,0.007682293,0.00378757,7698570,8.00E-05,0.003791,554.121479,0.046082977,0.27760704,4120.062074,,,,,,,,
11/21/2010,0.000420051,0.007468505,0.003682167,7698570,7.70E-05,0.003686,554.121479,0.049155175,0.277389722,212.6844333,,,,,,,,
11/22/2010,0.000432802,0.007695223,0.003793945,7698570,8.00E-05,0.003798,554.121479,0.063150746,0.278820327,7820.356111,1197.84,3689500000,1357.7,7,,,,
11/23/2010,0.000436874,0.007767616,0.003829636,7698570,8.00E-05,0.003833,554.121479,0.063150746,0.281924132,1359.700861,1180.73,4133070000,1377.5,15,,,,
11/24/2010,0.000442585,0.007869156,0.003879698,7698570,8.10E-05,0.003884,554.121479,0.069295143,0.280920714,710.0878421,1198.35,3384250000,1372.9,3,,,,
11/25/2010,0.000440632,0.007834437,0.003862581,7698570,8.10E-05,0.003866,554.121479,0.062468035,0.280703234,469.9862819,,,,,,,,
11/26/2010,0.000458802,0.008157505,0.004021862,7698570,8.40E-05,0.004026,554.121479,0.062468035,0.281566967,9504.301698,1189.4,1613820000,1362.3,138416,,,,
11/27/2010,0.000485232,0.008627426,0.004253545,7698570,8.90E-05,0.004258,554.121479,0.072367341,0.283018,515.8978472,,,,,,,,
11/28/2010,0.000498447,0.008862384,0.004369385,7698570,9.20E-05,0.004374,554.121479,0.084329546,0.278603356,5741.009891,,,,,,,,
11/29/2010,0.000517443,0.00920014,0.004535908,7698570,9.50E-05,0.00454,554.121479,0.084329546,0.257021996,8802.480417,1187.76,3673450000,1366,94486,,,,
11/30/2010,0.000547053,0.009726609,0.004795471,7698570,0.000101,0.0048,554.121479,0.077502868,0.21560859,4629.329634,1180.55,4284700000,1385,11370,,,,
12/1/2010,0.000565291,0.010050872,0.004955341,7698570,0.000104,0.00496,554.121479,0.077101299,0.218453646,1751.636367,1206.07,4548110000,1387.3,4759,,,,
12/2/2010,0.000581877,0.010345765,0.005100731,7698570,0.000107,0.005106,554.121479,0.077101299,0.236248709,4821.813723,1221.53,4970800000,1388.5,1550,,,,
12/3/2010,0.00059358,0.010553844,0.005203319,7698570,0.000109,0.005209,554.121479,0.095573485,0.247538051,636.8552514,1224.71,3735780000,1405.4,2341,,,,
12/4/2010,0.000630496,0.011210225,0.005526932,7698570,0.000116,0.005532,554.121479,0.096376623,0.240582561,6620.015663,,,,,,,,
12/5/2010,0.000675575,0.012011723,0.005922091,7698570,0.000124,0.005928,554.121479,0.096376623,0.211903487,1210.94427,,,,,,,,
12/6/2010,0.000706346,0.012558823,0.006191826,7698570,0.00013,0.006198,554.121479,0.0927625,0.198891623,871.8912784,1223.12,3527370000,1415.3,833,,,,
12/7/2010,0.000735029,0.01306881,0.006443263,7698570,0.000135,0.00645,554.121479,0.100392316,0.20906,5332.639247,1223.75,6970630000,1408.3,866,,,,
12/8/2010,0.000759319,0.013500695,0.006656193,7698570,0.00014,0.006663,554.121479,0.100392316,0.230834487,789.0771143,1228.28,4607590000,1382.5,1675,,,,
12/9/2010,0.000779586,0.013861032,0.006833848,7698570,0.000144,0.006841,554.121479,0.104756636,0.205413254,4405.123781,1233,4522510000,1392.1,971,,,,
12/10/2010,0.00079608,0.014154292,0.006978433,7698570,0.000147,0.006985,554.121479,0.105974737,0.193684599,328.7495588,1240.4,4547310000,1384.3,457,,,,
12/11/2010,0.000813772,0.014468864,0.007133526,7698570,0.00015,0.007141,554.121479,0.105974737,0.220089918,1267.311192,,,,,,,,
12/12/2010,0.000823659,0.014644662,0.007220198,7698570,0.000152,0.007227,554.121479,0.099275184,0.216962421,420.6841448,,,,,,,,
12/13/2010,0.00081047,0.01441016,0.007104583,7698570,0.000149,0.007112,554.121479,0.109019988,0.220406326,1415.61845,1240.46,4361240000,1397.3,193,,,,
12/14/2010,0.000820358,0.014585957,0.007191255,7698570,0.000151,0.007198,554.121479,0.109019988,0.228455635,2390.555941,1241.59,4132350000,1403.6,431,,,,
12/15/2010,0.000849151,0.015097902,0.007443657,7698570,0.000156,0.007451,554.121479,0.105365687,0.241676706,899.9428006,1235.23,4407340000,1385.5,215,,,,
12/16/2010,0.000865022,0.015380084,0.007582781,7698570,0.000159,0.00759,554.121479,0.096229933,0.239433429,3500.870624,1242.87,4736820000,1370.4,228,,,,
12/17/2010,0.000879021,0.015628987,0.007705496,7698570,0.000162,0.007713,554.121479,0.096229933,0.24575,129.881806,1243.91,4632470000,1378.6,102,,,,
12/18/2010,0.000868705,0.015445575,0.007615069,7698570,0.00016,0.007623,554.121479,0.096838984,0.246809583,41.66991727,,,,,,,,
12/19/2010,0.000878283,0.015615869,0.007699028,7698570,0.000162,0.007707,554.121479,0.119982892,0.24494,486.6464309,,,,,,,,
12/20/2010,0.000891546,0.015851678,0.007815289,7698570,0.000164,0.007823,554.121479,0.119982892,0.255333392,2767.512457,1247.08,3548140000,1385.5,125,,,,
12/21/2010,0.000914932,0.016267485,0.008020292,7698570,0.000168,0.008028,554.121479,0.102961661,0.258175608,2315.85108,1254.6,3479670000,1388.2,113,,,,
12/22/2010,0.000907271,0.016131284,0.007953142,7698570,0.000167,0.007961,554.121479,0.108001742,0.248333333,949.395772,1258.84,1285590000,1386.8,58,,,,
12/23/2010,0.000906105,0.016110549,0.007942919,7698570,0.000167,0.007951,554.121479,0.108001742,0.248364136,2160.86407,1256.77,2515020000,1380,101,,,,
12/24/2010,0.000912711,0.016227993,0.008000821,7698570,0.000168,0.008009,554.121479,0.105841708,0.249031131,1253.689279,,,,,,,,
12/25/2010,0.00094042,0.016720673,0.008243726,7698570,0.000173,0.008252,554.121479,0.11592187,0.249020833,175.1347632,,,,,,,,
12/26/2010,0.00093115,0.016555843,0.00816246,7698570,0.000171,0.008171,554.121479,0.11592187,0.255321774,4261.249957,,,,,,,,
12/27/2010,0.000958591,0.01704375,0.008403011,7698570,0.000176,0.008411,554.121479,0.123841998,0.25761375,1271.579323,1257.54,1992470000,1382.4,322,,,,
12/28/2010,0.000956417,0.017005097,0.008383954,7698570,0.000176,0.008392,554.121479,0.115201859,0.269986881,4229.663739,1258.51,2478450000,1405.2,519,,,,
12/29/2010,0.000963386,0.017128993,0.008445038,7698570,0.000177,0.008453,554.121479,0.115201859,0.289799326,5427.609228,1259.78,2214380000,1413.1,413,,,,
12/30/2010,0.000984291,0.017500683,0.008628291,7698570,0.000181,0.008637,554.121479,0.128162068,0.29525,759.917027,1257.88,1970720000,1405.6,185,,,,
12/31/2010,0.000996485,0.017717502,0.008735188,7698570,0.000183,0.008744,562.263611,0.129602091,0.297021061,428.7672017,1257.64,1799770000,1421.1,54,,,,
1/1/2011,0.001007809,0.017918834,0.00883445,7698570,0.000186,0.008843,562.263611,0.129602091,0.296797143,842.4250248,,,,,,,,
1/2/2011,0.00103394,0.018383446,0.009063516,7698570,0.00019,0.009073,562.263611,0.115111773,0.296844111,1582.249162,,,,,,,,
1/3/2011,0.001039154,0.018476153,0.009109223,7698570,0.000191,0.009118,562.263611,0.121596944,0.293518286,420.7905594,1271.87,4286670000,1422.6,28,,,,
1/4/2011,0.001030225,0.018317389,0.009030948,7698570,0.00019,0.00904,562.263611,0.121596944,0.294909333,548.5611591,1270.2,4796420000,1378.5,122,,,,
