Time,price,volume
2017-10-01 00:00:00 UTC,5260.64315924902,14383953795.9865
2017-11-01 00:00:00 UTC,7748.64355765603,32717861084.6301
2017-12-01 00:00:00 UTC,14973.4493946892,70185330766.5547
2018-01-01 00:00:00 UTC,13070.4152793427,44740041988.5922
2018-02-01 00:00:00 UTC,9448.03424709751,38360481227.6087
2018-03-01 00:00:00 UTC,9156.12430453619,34608131559.3572
2018-04-01 00:00:00 UTC,8001.07127512952,21916181773.3755
2018-05-01 00:00:00 UTC,8446.21437112031,17963333264.6277
2018-06-01 00:00:00 UTC,6795.53628100396,12202220658.2522
2018-07-01 00:00:00 UTC,7099.98562100556,13855120327.5648
2018-08-01 00:00:00 UTC,6688.56019330778,14365983685.1769
2018-09-01 00:00:00 UTC,6593.8643666661,9974408815.92879
2018-10-01 00:00:00 UTC,6460.05855930873,7894158900.59092
2018-11-01 00:00:00 UTC,5426.43565453446,13144414001.5388
2018-12-01 00:00:00 UTC,3705.5750182335,10460814013.0626
2019-01-01 00:00:00 UTC,3689.13935450916,4975789889.82889
2019-02-01 00:00:00 UTC,3679.98843377245,4280853841.30225
2019-03-01 00:00:00 UTC,3946.39801733733,3179186437.85495
2019-04-01 00:00:00 UTC,5161.0308024277,7746238381.86547
2019-05-01 00:00:00 UTC,7233.65380288466,15358830014.4994
2019-06-01 00:00:00 UTC,9346.97619014022,20296954411.4817
2019-07-01 00:00:00 UTC,10673.0519293367,22132672057.4109
2019-08-01 00:00:00 UTC,10628.7653017396,13402667679.27
2019-09-01 00:00:00 UTC,9813.75057128113,9745209949.30862
2019-10-01 00:00:00 UTC,8392.71549311745,10077643934.1412
2019-11-01 00:00:00 UTC,8379.41227027145,7268063278.65401
2019-12-01 00:00:00 UTC,7289.05069111086,5827398070.11198
2020-01-01 00:00:00 UTC,8353.02478766483,8641392539.85955
2020-02-01 00:00:00 UTC,9659.76072683707,9243654698.53527
2020-03-01 00:00:00 UTC,6966.91598622065,17247914969.4227
2020-04-01 00:00:00 UTC,7179.03277002514,11391393656.868
2020-05-01 00:00:00 UTC,9237.02341904574,15474575248.9191
2020-06-01 00:00:00 UTC,9466.86536775976,9416308441.56244
2020-07-01 00:00:00 UTC,9551.03495632769,8821668676.7424
2020-08-01 00:00:00 UTC,11636.6221466738,11938049914.8964
2020-09-01 00:00:00 UTC,10660.5379621464,9866668832.4713
2020-10-01 00:00:00 UTC,11840.8148810354,10949097897.5287
2020-11-01 00:00:00 UTC,16529.7808309862,25146036698.4995
2020-12-01 00:00:00 UTC,21807.6804645065,34292135845.9661
2021-01-01 00:00:00 UTC,34630.2734710239,90424463814.3866
2021-02-01 00:00:00 UTC,46098.624936218,73493183396.6282
2021-03-01 00:00:00 UTC,54645.23821442,67989648004.8118
2021-04-01 00:00:00 UTC,57165.3085820305,60504346044.8845
2021-05-01 00:00:00 UTC,46980.5114477005,84446209930.1052
2021-06-01 00:00:00 UTC,35839.4643416668,48910213847.8065
2021-07-01 00:00:00 UTC,34291.5315547404,29164996059.3139
2021-08-01 00:00:00 UTC,45589.8759828845,36062048136.6444
2021-09-01 00:00:00 UTC,46132.0822944848,35890781675.3496
2021-10-01 00:00:00 UTC,57717.1843993543,49204437503.3595
2021-11-01 00:00:00 UTC,60855.6335075531,47195752348.1928
2021-12-01 00:00:00 UTC,49698.9329130905,43977931764.3488
2022-01-01 00:00:00 UTC,41287.7398432491,39678453006.8088
2022-02-01 00:00:00 UTC,40735.2508475793,32094959508.384
2022-03-01 00:00:00 UTC,42219.9907720449,34395526605.8375
2022-04-01 00:00:00 UTC,42105.4556283996,25024397230.8583
2022-05-01 00:00:00 UTC,32258.7150539529,26338036413.3282
2022-06-01 00:00:00 UTC,24748.6793439212,31684900126.7226
2022-07-01 00:00:00 UTC,21725.1534288884,22202885367.631
2022-08-01 00:00:00 UTC,22731.9395981611,23640312065.9955
2022-09-01 00:00:00 UTC,20109.3660469695,26669957857.6654
2022-10-01 00:00:00 UTC,19881.6634473056,20917353079.7185
2022-11-01 00:00:00 UTC,17835.2610892929,25993060529.4878
2022-12-01 00:00:00 UTC,17244.4838116276,14973708604.7734
2023-01-01 00:00:00 UTC,20415.5130267524,22997864530.4089
2023-02-01 00:00:00 UTC,23743.3384940187,13333835883.1121
2023-03-01 00:00:00 UTC,25618.0940714986,24686269227.4957
2023-04-01 00:00:00 UTC,29181.4538342332,16866898044.2213
2023-05-01 00:00:00 UTC,27586.2489185486,14525289356.7669
2023-06-01 00:00:00 UTC,27861.3215461933,17177275835.614
2023-07-01 00:00:00 UTC,30204.8807548722,12316998963.8433
2023-08-01 00:00:00 UTC,28200.4130379225,12395300060.1296
2023-09-01 00:00:00 UTC,26641.4492249337,10839005701.2602
2023-10-01 00:00:00 UTC,29801.3768966489,18118579821.6584
